species,Wing.Length,Secondary1,Kipps.Distance,Tail.Length,Hand-Wing.Index,aspect_ratio,wing_loading_proxy,pointedness_index,efficiency_index,score_soaring,score_diving,score_maneuvering,score_cruising,score_hovering,score_generalist,flight_category,category_score
Accipiter_albogularis,235.2,159.5,81.8,169.0,33.9,1.4746081504702193,0.008725492014616682,0.34778911564625853,0.11790051020408164,3.338587699316629,3.538428246013668,0.515876993166287,3.106651480637813,1.3907744874715262,1.4615717539863322,diving,3.538428246013668
Accipiter_badius,186.7,127.4,62.5,140.6,32.9,1.465463108320251,0.010422923956758543,0.3347616497054098,0.11013658275307982,3.2339179954441915,3.4802733485193627,0.5615945330296127,3.0640318906605923,1.481890660592255,1.5197266514806373,diving,3.4802733485193627
Accipiter_bicolor,229.6,174.8,56.6,186.3,24.6,1.3135011441647597,0.007050462394872568,0.2465156794425087,0.06064285714285715,3.074578587699316,2.770501138952164,1.2704100227790431,2.4363553530751707,1.1526423690205012,1.9254214123006839,soaring,3.074578587699316
Accipiter_brachyurus,202.2,138.1,64.1,140.8,31.7,1.4641564083997103,0.010398838127838851,0.31701285855588524,0.10049307616221562,3.236309794988611,3.388359908883827,0.6129157175398632,3.01248291571754,1.4029384965831437,1.6116400911161728,diving,3.388359908883827
Accipiter_brevipes,217.6,129.9,87.8,153.5,40.2,1.6751347190146266,0.010912929765567599,0.40349264705882354,0.16220404411764708,3.3903416856492026,3.800410022779043,0.20296127562642374,3.3746697038724376,1.496446469248292,1.199589977220957,diving,3.800410022779043
Accipiter_butleri,166.0,123.1,42.9,127.0,25.8,1.3484971567831032,0.010618087848685853,0.258433734939759,0.06667590361445783,3.0067425968109336,2.907357630979499,1.096970387243736,2.5820045558086564,1.3597949886104785,1.9932574031890664,soaring,3.0067425968109336
Accipiter_castanilius,163.5,123.1,38.9,135.4,24.0,1.3281884646628759,0.009809368276682981,0.2379204892966361,0.05710091743119266,3.0001366742596813,2.6764009111617315,1.2865148063781322,2.40624145785877,1.2819134396355354,1.9998633257403187,soaring,3.0001366742596813
Accipiter_cirrocephalus,213.0,133.7,81.3,155.4,37.8,1.593118922961855,0.010251730520990057,0.3816901408450704,0.1442788732394366,3.3705239179954445,3.7080637813211843,0.3121640091116171,3.2816856492027338,1.4802277904328016,1.2919362186788157,diving,3.7080637813211843
Accipiter_collaris,165.9,115.2,49.5,125.0,30.0,1.4401041666666667,0.011520833333333334,0.298372513562387,0.08951175406871609,3.139635535307517,3.2763781321184515,0.7058997722095671,2.9255580865603643,1.4776537585421416,1.7236218678815485,diving,3.2763781321184515
Accipiter_cooperii,241.2,163.5,77.8,188.4,32.3,1.475229357798165,0.007830304446911704,0.3225538971807629,0.1041849087893864,3.38373576309795,3.426013667425968,0.5759908883826881,3.0446924829157176,1.3330296127562642,1.573986332574032,diving,3.426013667425968
Accipiter_erythrauchen,191.2,132.4,58.9,154.8,30.8,1.4441087613293049,0.009328867967243571,0.3080543933054393,0.09488075313807531,3.27621867881549,3.3381548974943054,0.6645785876993165,2.966013667425968,1.4159681093394076,1.6618451025056946,diving,3.3381548974943054
Accipiter_erythropus,154.6,110.1,40.9,104.4,27.1,1.4041780199818348,0.01344998103430876,0.2645536869340233,0.07169404915912032,2.9367653758542143,3.0045330296127566,0.9166059225512528,2.729339407744875,1.4284510250569475,1.9954669703872434,diving,3.0045330296127566
Accipiter_fasciatus,269.9,167.3,103.6,206.0,38.3,1.6132695756126716,0.00783140570685763,0.38384586884031124,0.1470129677658392,3.511981776765376,3.7214806378132117,0.284760820045558,3.30501138952164,1.389043280182232,1.2785193621867883,diving,3.7214806378132117
Accipiter_francesiae,155.8,112.8,43.2,127.5,27.8,1.3812056737588654,0.01083298567654012,0.2772785622593068,0.0770834403080873,3.075899772209567,3.111571753986332,0.8985876993166289,2.760911161731207,1.4842369020501136,1.8884282460136679,diving,3.111571753986332
Accipiter_gentilis,337.6,215.0,122.6,241.1,36.3,1.5702325581395349,0.00651278539253229,0.36315165876777245,0.13182405213270137,3.5233257403189064,3.6302505694760825,0.37248291571753994,3.2259225512528467,1.293621867881549,1.3697494305239175,diving,3.6302505694760825
Accipiter_griseiceps,187.2,137.3,50.0,141.2,26.8,1.3634377276037872,0.009656074558100478,0.2670940170940171,0.07158119658119659,3.107015945330296,3.011822323462414,0.9938268792710709,2.6750797266514805,1.3222551252847379,1.892984054669704,soaring,3.107015945330296
Accipiter_gularis,162.6,109.0,54.2,106.4,33.2,1.491743119266055,0.014020142098365178,0.33333333333333337,0.11066666666666668,3.0057175398633253,3.4833940774487475,0.5282687927107064,3.0879043280182232,1.5697494305239181,1.5166059225512525,diving,3.4833940774487475
Accipiter_gundlachi,228.0,166.2,61.8,223.0,27.1,1.3718411552346572,0.006151754059348238,0.2710526315789474,0.07345526315789475,3.2708428246013668,3.04749430523918,0.9592938496583144,2.7055125284738044,1.2295444191343963,1.7291571753986332,soaring,3.2708428246013668
