species,Wing.Length,Secondary1,Kipps.Distance,Tail.Length,Hand-Wing.Index,aspect_ratio,wing_loading_proxy,pointedness_index,efficiency_index,score_soaring,score_diving,score_maneuvering,score_cruising,score_hovering,category_score,flight_category
Cypsiurus_parvus,136.0,34.9,101.1,96.8,74.3,3.896848137535817,0.04025669563570059,0.7433823529411764,0.552333088235294,2.16123006833713,4.498405466970388,-0.49968109339407746,4.000318906605923,2.059635535307517,4.498405466970388,diving
Streptoprocne_phelpsi,125.0,32.8,92.2,58.0,73.8,3.810975609756098,0.06570647603027754,0.7376,0.5443488,2.050797266514807,4.497995444191345,-0.4992710706150341,3.99995444191344,2.142961275626424,4.497995444191345,diving
Heliactin_bilophus,47.8,13.1,34.9,50.2,72.5,3.648854961832061,0.0726863538213558,0.7301255230125523,0.5293410041841003,2.040364464692482,4.4971981776765375,-0.4981548974943053,3.9990432801822315,3.445671981776765,4.4971981776765375,diving
Panyptila_sanctihieronymi,184.2,50.5,133.7,83.8,72.6,3.647524752475247,0.04352654835889317,0.7258414766558089,0.5269609120521173,2.13626423690205,4.496902050113895,-0.49826879271070595,3.9989521640091117,1.8215034168564919,4.496902050113895,diving
Apus_apus,161.3,48.1,120.2,67.4,71.6,3.353430353430354,0.04975415954644441,0.745195288282703,0.5335598264104153,2.0905694760820044,4.4964920273348525,-0.49152619589977226,3.995261958997722,1.9104328018223233,4.4964920273348525,diving
Tachymarptis_melba,219.3,60.4,159.0,86.2,72.5,3.6307947019867552,0.04212058819010157,0.7250341997264022,0.5256497948016415,2.145740318906606,4.496423690205011,-0.49774487471526213,3.998542141230069,1.7272209567198176,4.496423690205011,diving
Cypseloides_lemosi,150.2,41.4,108.8,54.0,72.4,3.6280193236714973,0.06718554303095366,0.7243675099866844,0.5244420772303596,2.0482460136674256,4.495945330296128,-0.4972209567198179,3.998132118451025,1.9667881548974946,4.495945330296128,diving
Apus_pallidus,166.8,46.2,120.6,72.0,72.3,3.6103896103896105,0.050144300144300144,0.7230215827338129,0.5227446043165467,2.095079726651481,4.495535307517084,-0.4968109339407746,3.9977676537585425,1.884738041002278,4.495535307517084,diving
Hirundapus_caudacutus,206.0,57.2,148.8,49.8,72.2,3.6013986013986012,0.07231724099193979,0.7223300970873787,0.5215223300970875,2.0402277904328017,4.495125284738041,-0.49640091116173124,3.9974031890660595,1.76123006833713,4.495125284738041,diving
Tachornis_phoenicobia,101.8,28.5,73.2,39.8,72.0,3.5719298245614035,0.08974698051661818,0.719056974459725,0.5177210216110021,2.0189066059225516,4.494715261958998,-0.4959908883826879,3.997038724373576,2.35371298405467,4.494715261958998,diving
Apus_barbatus,171.0,48.1,122.9,75.5,71.9,3.555093555093555,0.04708733185554377,0.7187134502923977,0.516754970760234,2.109658314350797,4.4942369020501145,-0.4951936218678814,3.9964464692482915,1.867357630979499,4.4942369020501145,diving
Tachymarptis_aequatorialis,207.4,58.2,149.0,90.2,71.9,3.563573883161512,0.03950747098848683,0.7184185149469624,0.516542912246866,2.16742596810934,4.493963553530751,-0.49542141230068326,3.996446469248292,1.7574715261959,4.493963553530751,diving
Apus_sladeniae,177.0,49.9,127.1,78.3,71.8,3.5470941883767537,0.045301330630609885,0.7180790960451977,0.515580790960452,2.1200455580865603,4.493485193621868,-0.49462414578587693,3.9958542141230065,1.8453302961275624,4.493485193621868,diving
Apus_unicolor,149.5,42.3,107.2,69.5,71.7,3.534278959810875,0.05085293467353777,0.717056856187291,0.5141297658862877,2.0901594533029617,4.493006833712984,-0.49410022779043294,3.995444191343964,1.9700000000000004,4.493006833712984,diving
Sternula_saundersi,168.0,47.2,119.8,68.2,71.7,3.559322033898305,0.05218947263780505,0.7130952380952381,0.5112892857142858,2.0852847380410022,4.492232346241457,-0.49437357630979506,3.995398633257403,1.8785193621867884,4.492232346241457,diving
Mearnsia_picina,161.5,46.0,115.6,26.1,71.4,3.510869565217391,0.1345160752956855,0.7157894736842105,0.5110736842105263,2.001002277904328,4.492072892938497,-0.4931662870159454,3.9944419134396356,1.9077448747152619,4.492072892938497,diving
Streptoprocne_rutila,130.0,38.1,93.2,44.5,71.0,3.4120734908136483,0.07667580878232917,0.716923076923077,0.5090153846153846,2.030979498861048,4.491708428246014,-0.4913439635535307,3.9931662870159457,2.0946241457858767,4.491708428246014,diving
Discosura_longicaudus,42.8,12.3,30.4,37.7,71.2,3.479674796747967,0.09229906622673653,0.7102803738317757,0.5057196261682243,2.01498861047836,4.49127562642369,-0.49246013667425964,3.9935307517084286,3.4803416856492033,4.49127562642369,diving
Cypseloides_niger,149.4,39.3,105.2,59.4,73.0,3.8015267175572522,0.06399876628884264,0.7041499330655957,0.5140294511378848,2.0554441913439634,4.491116173120729,-0.4976765375854213,3.9980410022779043,1.971981776765376,4.491116173120729,diving
Schoutedenapus_myoptilus,129.7,41.2,94.5,68.8,69.6,3.148058252427184,0.045756660645743956,0.7286044718581343,0.5071087124132614,2.100410022779043,4.490546697038725,-0.4752847380410024,3.983006833712984,2.098337129840547,4.490546697038725,diving
Hirundapus_celebensis,213.7,62.0,151.6,60.0,70.9,3.446774193548387,0.05744623655913978,0.7094057089377632,0.5029686476368742,2.0650569476082,4.4904783599088836,-0.4913439635535308,3.992619589977221,1.7368564920273346,4.4904783599088836,diving
Telacanthura_ussheri,145.6,41.8,103.0,37.0,71.1,3.4832535885167464,0.09414198887883099,0.7074175824175825,0.502973901098901,2.013621867881549,4.490341685649202,-0.49211845102505686,3.993394077448747,1.9917995444191343,4.490341685649202,diving
Aerodramus_infuscatus,106.2,31.0,75.2,47.3,70.8,3.425806451612903,0.07242719770851805,0.7080979284369116,0.5013333333333333,2.0371753986332575,4.49006833712984,-0.49079726651480654,3.9921640091116175,2.3063781321184513,4.49006833712984,diving
Apus_bradfieldi,176.0,51.8,124.5,73.6,70.7,3.397683397683398,0.04616417659895921,0.7073863636363636,0.5001221590909091,2.111343963553531,4.489316628701594,-0.48981776765375856,3.9912984054669707,1.8470842824601363,4.489316628701594,diving
Apus_balstoni,161.2,47.3,113.9,71.2,70.7,3.4080338266384778,0.04786564363256289,0.7065756823821341,0.4995490074441688,2.102095671981777,4.488815489749431,-0.4900000000000001,3.99134396355353,1.9080410022779044,4.488815489749431,diving
Syrrhaptes_paradoxus,235.8,66.8,166.0,165.6,71.2,3.529940119760479,0.021316063525123666,0.7039864291772688,0.5012383375742154,2.8189977220956717,4.488359908883826,-0.4923234624145786,3.9934396355353075,1.6940091116173124,4.488359908883826,diving
Apus_niansae,154.8,45.7,109.1,66.8,70.5,3.387308533916849,0.05070821158558157,0.7047803617571059,0.4968701550387597,2.088519362186788,4.487813211845102,-0.4888610478359908,3.990706150341685,1.9389293849658311,4.487813211845102,diving
Aerodramus_papuensis,132.5,39.2,93.3,50.9,70.4,3.3801020408163263,0.06640671985886692,0.7041509433962264,0.4957222641509434,2.0449658314350803,4.487198177676538,-0.48797266514806376,3.9901138952164006,2.0793166287015947,4.487198177676538,diving
Sternula_nereis,178.2,54.0,126.0,80.6,70.0,3.3,0.04094292803970223,0.7070707070707071,0.494949494949495,2.1477448747152614,4.486993166287015,-0.48405466970387223,3.9874715261958995,1.8389293849658315,4.486993166287015,diving
Sterna_trudeaui,256.2,77.0,180.8,132.6,70.1,3.327272727272727,0.02509255450431921,0.7056986729117878,0.4946947697111632,2.56373576309795,4.486765375854214,-0.4853075170842825,3.9881093394077447,1.660113895216401,4.486765375854214,diving
Chlorostilbon_forficatus,47.2,14.0,33.2,37.8,70.3,3.3714285714285714,0.08919123204837492,0.7033898305084746,0.49448305084745764,2.0150797266514813,4.485899772209567,-0.4867653758542142,3.9890660592255136,3.4484510250569476,4.485899772209567,diving
Apus_alexandri,137.5,40.8,96.7,54.2,70.3,3.3700980392156863,0.06217893061283554,0.7032727272727273,0.49440072727272727,2.051890660592255,4.485626423690205,-0.48658314350797277,3.98879271070615,2.044168564920273,4.485626423690205,diving
Aeronautes_andecolus,140.0,41.5,98.2,62.2,70.3,3.3734939759036147,0.054236237554720484,0.7014285714285714,0.49310428571428566,2.073075170842824,4.485125284738041,-0.48676537585421426,3.9888382687927106,2.0259453302961274,4.485125284738041,diving
Phaethon_lepturus,269.4,79.5,188.5,108.2,70.4,3.3886792452830186,0.03131866215603529,0.6997030438010394,0.4925909428359318,2.3004100227790434,4.4848747152619595,-0.48797266514806364,3.9894305239179952,1.6420501138952162,4.4848747152619595,diving
Chaetura_pelagica,124.4,36.6,86.8,43.8,70.3,3.398907103825137,0.07760061880879308,0.697749196141479,0.4905176848874597,2.0292938496583144,4.483895216400911,-0.4873576309794989,3.989157175398634,2.142027334851936,4.483895216400911,diving
Apus_berliozi,170.2,51.2,119.1,72.8,70.0,3.3242187499999996,0.04566234546703296,0.699764982373678,0.48983548766157464,2.112892938496583,4.483667425968109,-0.48421412300683364,3.9867425968109336,1.866947608200456,4.483667425968109,diving
Onychoprion_aleuticus,262.2,82.0,185.0,152.4,69.3,3.197560975609756,0.02098137123103514,0.7055682684973303,0.4889588100686499,2.8326651480637812,4.483485193621868,-0.4758769931662869,3.9807744874715265,1.6497722095671983,4.483485193621868,diving
Aeronautes_saxatalis,140.3,42.1,98.2,63.7,69.8,3.332541567695962,0.052316194155352616,0.6999287241625088,0.4885502494654312,2.079498861047836,4.483166287015945,-0.48375854214123004,3.9856947608200457,2.021845102505695,4.483166287015945,diving
Hemiprocne_mystacea,216.6,63.2,150.8,174.2,70.4,3.4272151898734173,0.019674025200191833,0.6962142197599263,0.4901348107109881,2.9498405466970388,4.482733485193622,-0.48838268792710704,3.9899316628701595,1.7287927107061503,4.482733485193622,diving
Pterodroma_externa,291.3,86.0,203.0,144.3,70.2,3.3872093023255814,0.023473383938500215,0.6968760727772056,0.48920700308959836,2.666970387243736,4.48250569476082,-0.4860592255125284,3.988063781321184,1.6151708428246012,4.48250569476082,diving
Hemiprocne_coronata,152.2,46.0,106.3,125.0,69.8,3.308695652173913,0.026469565217391303,0.6984231274638634,0.48749934296977665,2.4824601366742596,4.482391799544419,-0.48293849658314353,3.984920273348519,1.9498633257403188,4.482391799544419,diving
Thalasseus_bengalensis,293.2,90.2,206.0,134.4,69.4,3.2505543237250554,0.024185672051525706,0.7025920873124147,0.48759890859481586,2.616765375854214,4.482346241457859,-0.4796127562642369,3.983097949886105,1.6120501138952166,4.482346241457859,diving
Neafrapus_cassini,156.0,45.2,108.2,25.2,70.5,3.451327433628318,0.1369574378423936,0.6935897435897436,0.4889807692307692,2.0005466970387245,4.481571753986333,-0.48895216400911157,3.989931662870159,1.9311845102505691,4.481571753986333,diving
Aerodramus_elaphrus,113.0,34.2,78.8,47.8,69.7,3.3040935672514617,0.06912329638601385,0.6973451327433628,0.4860495575221239,2.0368564920273347,4.481389521640091,-0.481890660592255,3.983872437357631,2.2372892938496585,4.481389521640091,diving
Cypseloides_fumigatus,145.2,44.0,101.2,44.0,69.7,3.3,0.075,0.696969696969697,0.4857878787878789,2.028974943052392,4.480888382687927,-0.48159453302961264,3.9835990888382686,1.9911389521640088,4.480888382687927,diving
Apus_horus,149.9,45.3,104.4,56.6,69.8,3.309050772626932,0.05846379456938042,0.6964643095396932,0.48613208805870584,2.059179954441914,4.480706150341685,-0.4827562642369021,3.984874715261959,1.963895216400911,4.480706150341685,diving
