species,Wing.Length,Secondary1,Kipps.Distance,Tail.Length,Hand-Wing.Index,aspect_ratio,wing_loading_proxy,pointedness_index,efficiency_index,score_soaring,score_diving,score_maneuvering,score_cruising,score_hovering,category_score,flight_category
Phoeniculus_damarensis,148.1,112.9,35.2,219.4,23.8,1.311780336581045,0.0059789441047449635,0.23767724510465904,0.05656718433490886,3.1039635535307517,2.661662870159453,1.3442141230068336,2.361867881548975,1.3692255125284738,3.1039635535307517,generalist
Morphnus_guianensis,464.8,358.6,107.1,372.8,23.0,1.2961517010596764,0.0034768017732287456,0.23042168674698793,0.052996987951807226,3.10123006833713,2.5592255125284735,1.4575398633257404,2.2637813211845104,0.8871526195899772,3.10123006833713,generalist
Rhyticeros_plicatus,382.7,293.2,92.3,246.2,23.9,1.3052523874488404,0.005301593775178068,0.24118108178730074,0.05764227854716488,3.0988610478359906,2.6938041002277906,1.3494760820045562,2.3658314350797265,0.9634168564920272,3.0988610478359906,generalist
Colius_striatus,94.8,72.0,23.1,195.0,24.4,1.3166666666666667,0.006752136752136752,0.2436708860759494,0.059455696202531653,3.095626423690205,2.7373348519362186,1.28123006833713,2.4202733485193626,1.876150341685649,3.095626423690205,generalist
Eudynamys_orientalis,209.9,159.9,50.5,206.0,23.9,1.3126954346466542,0.006372307935177932,0.24059075750357312,0.057501191043353966,3.093849658314351,2.6908883826879273,1.3300227790432804,2.3775854214123013,1.1501138952164007,3.093849658314351,generalist
Tragopan_satyra,249.8,191.0,55.2,219.6,22.2,1.3078534031413613,0.0059556165898969095,0.2209767814251401,0.049056845476381096,3.0932118451025055,2.4353302961275625,1.499658314350797,2.209248291571754,0.9522779043280183,3.0932118451025055,generalist
Geranospiza_caerulescens,269.1,205.4,65.1,211.4,24.4,1.3101265822784811,0.0061973821299833535,0.24191750278706797,0.05902787068004458,3.0931662870159453,2.724578587699317,1.3002050113895218,2.407015945330296,1.083120728929385,3.0931662870159453,generalist
Pseudastur_albicollis,358.3,273.6,93.2,216.8,25.4,1.3095760233918128,0.006040479812692863,0.26011722020653083,0.06606977393245883,3.0912984054669703,2.903052391799544,1.2090205011389523,2.503143507972665,1.0728018223234623,3.0912984054669703,generalist
Rhabdotorrhinus_leucocephalus,316.0,242.5,70.5,230.5,22.5,1.3030927835051547,0.005653330947961626,0.2231012658227848,0.05019778481012658,3.0820728929384966,2.473416856492028,1.4861958997722093,2.228633257403189,0.9118906605922552,3.0820728929384966,generalist
Urolestes_melanoleucus,134.6,104.0,30.9,288.7,22.9,1.294230769230769,0.004482960752444646,0.22956909361069835,0.052571322436849914,3.07872437357631,2.5465148063781324,1.4715717539863327,2.2514806378132124,1.4281548974943052,3.07872437357631,generalist
Accipiter_bicolor,229.6,174.8,56.6,186.3,24.6,1.3135011441647597,0.007050462394872568,0.2465156794425087,0.06064285714285715,3.074578587699316,2.770501138952164,1.2704100227790431,2.4363553530751707,1.1526423690205012,3.074578587699316,generalist
Pica_pica,194.5,149.9,44.6,237.4,22.9,1.2975316877918612,0.005465592619173804,0.22930591259640104,0.05251105398457583,3.0648291571753985,2.5435535307517085,1.4650113895216401,2.2556264236902046,1.143872437357631,3.0648291571753985,generalist
Pica_mauritanica,194.5,149.9,44.6,237.4,22.9,1.2975316877918612,0.005465592619173804,0.22930591259640104,0.05251105398457583,3.0648291571753985,2.5435535307517085,1.4650113895216401,2.2556264236902046,1.143872437357631,3.0648291571753985,generalist
Pica_asirensis,194.5,149.9,44.6,237.4,22.9,1.2975316877918612,0.005465592619173804,0.22930591259640104,0.05251105398457583,3.0648291571753985,2.5435535307517085,1.4650113895216401,2.2556264236902046,1.143872437357631,3.0648291571753985,generalist
Polyplectron_germaini,190.6,147.4,39.1,241.2,21.0,1.2930800542740841,0.005361028417388409,0.20514165792235048,0.0430797481636936,3.0585421412300686,2.200751708428246,1.679612756264237,2.0410933940774485,1.0006605922551253,3.0585421412300686,generalist
Buteogallus_urubitinga,399.7,309.4,87.3,255.6,22.0,1.2918552036199096,0.005054206586932353,0.21841381035776833,0.04805103827870903,3.0584054669703873,2.4019817767653757,1.565489749430524,2.156947608200455,0.8356492027334853,3.0584054669703873,generalist
Cacatua_galerita,347.3,266.0,93.2,198.4,25.9,1.305639097744361,0.006580842226534077,0.268355888281025,0.06950417506478548,3.057403189066059,2.980615034168565,1.17751708428246,2.537904328018223,1.12125284738041,3.057403189066059,generalist
Spizaetus_isidori,484.4,376.2,120.1,299.0,24.2,1.287612971823498,0.004306397899075244,0.24793559042113955,0.060000412881915766,3.054806378132118,2.7610933940774487,1.3658314350797265,2.3661503416856493,0.9873804100227792,3.054806378132118,generalist
Gallus_sonneratii,218.0,168.3,45.2,219.0,21.2,1.2953060011883542,0.005914639274832666,0.20733944954128442,0.043955963302752296,3.0486104783599086,2.2392255125284737,1.6497494305239182,2.0692027334851937,0.944510250569476,3.0486104783599086,generalist
Gallus_gallus,218.2,167.6,48.9,194.0,22.5,1.301909307875895,0.006710872721009768,0.22410632447296058,0.050423923006416134,3.0443280182232346,2.481913439635535,1.4880182232346242,2.2292027334851934,1.0460592255125285,3.0443280182232346,generalist
Ceratogymna_elata,381.9,297.8,71.8,304.8,19.5,1.2824042981867023,0.004207363183027239,0.18800733176224144,0.03666142969363708,3.0438268792710708,1.8957858769931664,1.9002961275626422,1.8302050113895216,0.6227562642369021,3.0438268792710708,generalist
Dicrurus_menagei,137.0,104.9,32.0,177.8,23.4,1.306005719733079,0.007345364002998195,0.23357664233576642,0.054656934306569344,3.0391343963553528,2.6104328018223235,1.389749430523918,2.3213211845102504,1.4283371298405467,3.0391343963553528,generalist
Bycanistes_fistulator,236.8,182.4,51.6,196.3,22.2,1.2982456140350878,0.006613579286984654,0.2179054054054054,0.048374999999999994,3.0355808656036443,2.4096810933940773,1.5335079726651477,2.1811389521640088,0.9934624145785877,3.0355808656036443,generalist
Dicrurus_densus,151.9,115.8,36.9,165.2,24.1,1.3117443868739207,0.007940341324902667,0.24292297564186963,0.05854443712969059,3.0336674259681096,2.7191799544419135,1.312756264236902,2.395580865603645,1.373621867881549,3.0336674259681096,generalist
Rhyticeros_everetti,338.0,263.0,75.0,258.0,22.2,1.285171102661597,0.0049812833436496005,0.22189349112426035,0.04926035502958579,3.031526195899772,2.443439635535307,1.5650341685649205,2.1673348519362188,0.9059908883826882,3.031526195899772,generalist
Aceros_nipalensis,431.7,338.6,93.1,457.7,21.6,1.274955699940933,0.002785570679355327,0.21565902246930738,0.0465823488533704,3.0266970387243735,2.353371298405467,1.655284738041002,2.0893394077448746,0.8269476082004555,3.0266970387243735,generalist
Tanysiptera_sylvia,93.8,71.4,22.3,157.8,23.8,1.3137254901960782,0.008325256591863613,0.2377398720682303,0.05658208955223881,3.022277904328018,2.663621867881549,1.3385193621867884,2.3657403189066057,1.8509567198177677,3.022277904328018,generalist
Bubo_philippensis,341.2,261.4,79.8,166.8,23.4,1.3052792654934966,0.007825415260752379,0.23388042203985931,0.05472801875732707,3.017630979498861,2.612164009111617,1.3925740318906605,2.3195899772209567,0.9593621867881549,3.017630979498861,generalist
Tragopan_melanocephalus,264.8,205.6,57.1,213.4,21.8,1.2879377431906616,0.0060353221330396506,0.2156344410876133,0.04700830815709969,3.0176309794988607,2.362984054669704,1.5982004555808658,2.1317539863325736,0.9337357630979498,3.0176309794988607,generalist
Psarocolius_viridis,219.7,167.1,51.7,152.8,23.4,1.3147815679233992,0.00860459141311125,0.23532089212562587,0.055065088757396456,3.0145785876993165,2.6239635535307517,1.364874715261959,2.3399544419134393,1.0888382687927107,3.0145785876993165,generalist
Gallus_varius,202.2,156.2,40.6,186.6,20.6,1.29449423815621,0.006937268157321597,0.2007912957467854,0.04136300692383779,3.0127107061503415,2.1254669703872437,1.7225512528473805,1.993667425968109,0.9290660592255124,3.0127107061503415,generalist
Catreus_wallichii,244.4,192.2,51.4,459.8,21.1,1.27159209157128,0.002765533039519965,0.21031096563011456,0.04437561374795417,3.012209567198178,2.2615261958997723,1.7276765375854213,2.019726651480638,0.9345558086560366,3.012209567198178,generalist
Bycanistes_subcylindricus,327.8,255.8,72.0,253.0,21.9,1.2814698983580923,0.005065098412482578,0.21964612568639413,0.048102501525320314,3.0105694760820048,2.404009111617312,1.6071526195899772,2.13002277904328,0.8949430523917996,3.0105694760820048,generalist
Accipiter_trivirgatus,216.2,166.1,49.6,171.9,23.0,1.3016255267910897,0.0075719925933164026,0.2294172062904718,0.052765957446808516,3.009886104783599,2.5507061503416852,1.444145785876993,2.270205011389522,1.0881548974943052,3.009886104783599,generalist
Nisaetus_bartelsi,378.0,294.5,83.4,228.4,22.1,1.2835314091680814,0.0056196646636080625,0.22063492063492066,0.04876031746031747,3.0066970387243734,2.4258769931662867,1.5808656036446471,2.152756264236902,0.8733940774487471,3.0066970387243734,generalist
Batrachostomus_auritus,260.5,201.9,58.7,194.8,22.5,1.2902426944031697,0.006623422455868428,0.2253358925143954,0.05070057581573897,3.003599088838269,2.493485193621868,1.517403189066059,2.209157175398633,0.9955808656036447,3.003599088838269,generalist
Syrmaticus_reevesii,248.2,195.4,52.8,739.0,20.6,1.27021494370522,0.0017188294231464411,0.2127316680096696,0.04382272360999195,3.0017767653758547,2.2532118451025056,1.776036446469248,1.982004555808656,0.8853302961275625,3.0017767653758547,generalist
Merops_breweri,121.5,92.5,29.0,148.2,23.9,1.3135135135135134,0.008863114126272022,0.23868312757201646,0.05704526748971193,3.0000455580865606,2.6769020501138954,1.3301138952164009,2.375626423690205,1.5630523917995442,3.0000455580865606,generalist
Corvus_moneduloides,238.1,183.4,54.7,164.6,23.0,1.2982551799345692,0.007887334021473688,0.22973540529189418,0.05283914321713566,2.9860136674259685,2.55498861047836,1.452391799544419,2.265466970387244,1.0534396355353075,2.9860136674259685,generalist
Heterophasia_picaoides,120.4,94.0,24.5,207.0,20.7,1.2808510638297872,0.006187686298694625,0.20348837209302326,0.04212209302325581,2.979498861047836,2.1621867881548975,1.7502050113895216,1.984145785876993,1.373120728929385,2.979498861047836,generalist
Chrysolophus_pictus,177.2,140.2,37.8,505.4,21.2,1.2639087018544937,0.0025008086700722076,0.21331828442437922,0.04522347629796839,2.9771753986332574,2.299726651480638,1.7375398633257404,2.0191799544419133,1.126013667425968,2.9771753986332574,generalist
Micrastur_ruficollis,167.1,129.3,35.9,166.6,21.8,1.2923433874709975,0.007757163190102026,0.21484141232794735,0.04683542788749253,2.97621867881549,2.354738041002278,1.5870387243735764,2.139271070615034,1.157881548974943,2.97621867881549,generalist
Tigrisoma_mexicanum,371.5,284.0,87.5,145.2,23.6,1.3080985915492958,0.009008943467970357,0.23553162853297444,0.05558546433378197,2.9746697038724377,2.635216400911162,1.3692938496583142,2.3414123006833716,0.9441913439635536,2.9746697038724377,generalist
Ramphastos_toco,242.2,186.7,54.1,159.9,22.4,1.297268344938404,0.008112997779477198,0.22336911643270027,0.05003468208092486,2.970706150341686,2.470091116173121,1.5109111617312072,2.2096583143507975,1.0012984054669705,2.970706150341686,generalist
Dicrurus_striatus,159.9,121.6,39.7,138.4,24.5,1.314967105263158,0.009501207407970795,0.24828017510944342,0.06082864290181364,2.9694305239179952,2.7756036446469246,1.2721867881548976,2.4360364464692483,1.3539179954441913,2.9694305239179952,generalist
Dicrurus_hottentottus,159.9,121.6,39.7,138.4,24.5,1.314967105263158,0.009501207407970795,0.24828017510944342,0.06082864290181364,2.9694305239179952,2.7756036446469246,1.2721867881548976,2.4360364464692483,1.3539179954441913,2.9694305239179952,generalist
Tetraophasis_szechenyii,220.5,169.2,51.2,150.0,23.2,1.3031914893617023,0.008687943262411348,0.23219954648526078,0.053870294784580504,2.969111617312073,2.5862642369020503,1.4182232346241457,2.2974031890660593,1.0910478359908886,2.969111617312073,generalist
Nannopterum_harrisi,188.8,145.2,43.5,154.0,23.0,1.3002754820936642,0.008443347286322494,0.23040254237288135,0.05299258474576271,2.9658314350797266,2.5589521640091117,1.446378132118451,2.2710706150341684,1.163143507972665,2.9658314350797266,generalist
Dicrurus_paradiseus,142.9,111.8,31.1,204.8,21.8,1.278175313059034,0.006241090395796065,0.21763470958712386,0.04744436668999301,2.9649202733485187,2.381890660592255,1.6279954441913442,2.1116628701594533,1.3153302961275626,2.9649202733485187,generalist
Tanysiptera_riedelii,99.2,77.7,21.6,209.0,21.8,1.2767052767052767,0.006108637687585056,0.21774193548387097,0.04746774193548387,2.9631435079726653,2.383394077448747,1.6316856492027336,2.109430523917996,1.6955580865603646,2.9631435079726653,generalist
Tapera_naevia,106.0,81.3,24.1,146.8,22.8,1.3038130381303814,0.00888156020524783,0.22735849056603774,0.051837735849056606,2.9623690205011393,2.5280637813211846,1.4554214123006832,2.257585421412301,1.6456492027334853,2.9623690205011393,generalist
Stephanoaetus_coronatus,496.4,393.0,111.5,367.1,22.1,1.2631043256997454,0.0034407636221731007,0.22461724415793716,0.04964041095890411,2.960273348519362,2.4625512528473803,1.6413211845102507,2.118451025056947,0.8796810933940773,2.960273348519362,generalist
Phoeniculus_bollei,129.2,101.3,27.9,211.7,21.5,1.2754195459032576,0.0060246553892454304,0.21594427244582043,0.046428018575851396,2.9600455580865606,2.3537585421412297,1.6607289293849656,2.0839635535307517,1.390523917995444,2.9600455580865606,generalist
Coracina_caeruleogrisea,164.9,125.8,37.7,138.3,23.0,1.310810810810811,0.009478024662406442,0.22862340812613707,0.052583383869011534,2.9599088838268792,2.5451025056947607,1.4177220956719818,2.287744874715262,1.2302050113895215,2.9599088838268792,generalist
Bucorvus_leadbeateri,534.5,423.0,111.5,319.5,20.8,1.2635933806146573,0.003954908859513794,0.20860617399438727,0.04339008419083256,2.958268792710706,2.2260820045558085,1.7855808656036447,1.9724373576309797,0.7561503416856492,2.958268792710706,generalist
Phoeniculus_purpureus,139.4,109.0,29.5,188.9,21.3,1.2788990825688074,0.006770243952190616,0.2116212338593974,0.04507532281205165,2.951389521640091,2.289293849658314,1.6824373576309797,2.0555808656036443,1.2906605922551253,2.951389521640091,generalist
Scotopelia_peli,403.2,317.2,81.0,216.6,20.4,1.2711223203026483,0.00586852410112026,0.20089285714285715,0.040982142857142856,2.949749430523918,2.1126195899772213,1.8158086560364466,1.9284282460136675,0.7263325740318908,2.949749430523918,generalist
Goodfellowia_miranda,118.6,91.2,26.5,145.9,22.5,1.300438596491228,0.008913218618856942,0.2234401349072513,0.05027403035413154,2.949339407744875,2.477858769931663,1.493394077448747,2.2247835990888385,1.5102050113895218,2.949339407744875,generalist
Alectura_lathami,289.8,228.0,61.7,218.5,21.4,1.2710526315789474,0.005817174515235457,0.21290545203588682,0.04556176673567977,2.948656036446469,2.3110250569476083,1.6929384965831435,2.054897494305239,0.9086104783599088,2.948656036446469,generalist
Lophophorus_impejanus,286.2,224.7,60.1,203.0,21.1,1.27369826435247,0.006274375686465369,0.20999301187980435,0.04430852550663872,2.946150341685649,2.25879271070615,1.7216173120728928,2.0234624145785873,0.8743280182232347,2.946150341685649,generalist
Corcorax_melanorhamphos,244.9,192.2,55.8,203.3,22.6,1.274193548387097,0.0062675531155292515,0.22784810126582278,0.05149367088607595,2.945876993166287,2.521526195899772,1.5561958997722096,2.1874715261958997,1.060523917995444,2.945876993166287,generalist
Nisaetus_pinskeri,349.0,276.0,73.1,248.0,20.9,1.2644927536231885,0.005098761103319308,0.20945558739255013,0.04377621776504298,2.9392710706150345,2.240888382687927,1.7711389521640089,1.9865148063781322,0.8233029612756264,2.9392710706150345,generalist
Psarocolius_guatimozinus,217.4,170.3,47.1,184.7,22.0,1.276570757486788,0.006911590457427115,0.21665133394664213,0.047663293468261266,2.938314350797267,2.3861275626423692,1.6173348519362187,2.1208656036446474,1.0563325740318907,2.938314350797267,generalist
Bubo_poensis,308.4,239.8,68.6,162.7,22.0,1.2860717264386987,0.007904558859488008,0.22243839169909208,0.04893644617380025,2.9362642369020504,2.438109339407745,1.5778359908883826,2.155626423690205,0.9092710706150342,2.9362642369020504,generalist
Chondrohierax_uncinatus,285.3,224.2,59.8,197.6,21.0,1.2725245316681535,0.006439901476053409,0.20960392569225375,0.044016824395373286,2.934806378132118,2.2490432801822324,1.7353758542141229,2.012118451025057,0.8678132118451026,2.934806378132118,generalist
Bucorvus_abyssinicus,556.0,441.9,114.1,337.8,20.6,1.258203213396696,0.0037246986779061455,0.2052158273381295,0.042274460431654684,2.9344874715261957,2.174897494305239,1.8327562642369022,1.9280182232346246,0.7475626423690205,2.9344874715261957,generalist
Acryllium_vulturinum,300.1,238.0,59.6,273.4,19.9,1.2609243697478993,0.0046120130568686885,0.19860046651116295,0.03952149283572143,2.9315717539863324,2.050273348519362,1.9081321184510245,1.850979498861048,0.7694077448747153,2.9315717539863324,generalist
Lophoceros_hemprichii,279.1,221.1,58.7,248.9,20.9,1.2623247399366804,0.00507161406161784,0.21031888212110353,0.043956646363310634,2.926378132118451,2.2490432801822324,1.7789293849658316,1.982004555808656,0.8897266514806379,2.926378132118451,generalist
Mesembrinibis_cayennensis,296.1,229.5,76.6,153.3,25.0,1.2901960784313726,0.0084161518488674,0.25869638635596076,0.06467409658899019,2.926013667425968,2.8716173120728925,1.2948974943052391,2.4383599088838266,1.1292938496583143,2.926013667425968,generalist
Psarocolius_bifasciatus,227.5,177.4,50.1,161.8,22.1,1.282412626832018,0.00792591240316451,0.22021978021978023,0.048668571428571436,2.922004555808656,2.4216400911161733,1.5858769931662873,2.148883826879271,1.0320273348519362,2.922004555808656,generalist
Alectrurus_risora,73.0,56.8,16.2,156.2,22.3,1.285211267605634,0.008227985067897785,0.22191780821917806,0.04948767123287671,2.92,2.4498405466970383,1.555854214123007,2.1748519362186784,2.1841457858769937,2.92,generalist
Lophoceros_fasciatus,261.8,207.4,56.3,233.8,21.3,1.2622950819672132,0.005399037989594581,0.2150496562261268,0.04580557677616501,2.9183143507972664,2.325284738041002,1.7313211845102505,2.0304328018223234,0.9503416856492028,2.9183143507972664,generalist
Dromococcyx_pavoninus,128.1,100.0,27.9,161.1,21.8,1.281,0.007951582867783984,0.21779859484777517,0.047480093676814994,2.912847380410023,2.3842141230068337,1.6199316628701597,2.1177220956719816,1.4143735763097949,2.912847380410023,generalist
Anthochaera_chrysoptera,129.2,100.0,24.7,139.5,19.8,1.2919999999999998,0.009261648745519713,0.1911764705882353,0.03785294117647059,2.9092938496583143,1.957608200455581,1.8304555808656036,1.8869248291571756,1.183120728929385,2.9092938496583143,generalist
Strix_hylophila,242.1,188.4,53.7,152.0,22.2,1.2850318471337578,0.00845415688903788,0.2218091697645601,0.04924163568773234,2.908428246013668,2.442710706150342,1.5653075170842823,2.1671526195899773,1.0072209567198178,2.908428246013668,generalist
Gallus_lafayettii,204.8,158.5,40.8,137.7,20.4,1.2921135646687698,0.009383540774646114,0.19921874999999997,0.04064062499999999,2.9011845102505696,2.091025056947608,1.7523462414578592,1.9672437357630979,0.9056492027334853,2.9011845102505696,generalist
Psarocolius_atrovirens,202.7,158.0,44.7,150.3,22.3,1.2829113924050632,0.00853567127348678,0.22052294030587077,0.049176615688209184,2.8970842824601366,2.4364009111617313,1.566104783599089,2.166423690205011,1.1077904328018224,2.8970842824601366,generalist
Agelastes_meleagrides,220.2,171.3,44.7,144.8,20.7,1.285464098073555,0.008877514489458251,0.2029972752043597,0.042020435967302455,2.8964920273348516,2.156719817767654,1.734760820045558,1.992619589977221,0.9115261958997722,2.8964920273348516,generalist
Anorrhinus_tickelli,305.4,243.8,65.5,289.6,21.1,1.2526661197703033,0.004325504557217898,0.21447282252783237,0.04525376555337263,2.8943963553530754,2.305170842824601,1.7882232346241456,1.9861958997722098,0.9057630979498863,2.8943963553530754,generalist
Mimus_gundlachii,110.6,84.1,24.1,120.4,22.3,1.315101070154578,0.010922766363410115,0.21790235081374323,0.04859222423146474,2.893143507972665,2.4156492027334853,1.4770159453302962,2.2210706150341686,1.5396810933940772,2.893143507972665,generalist
Hylatomus_schulzii,172.4,130.9,40.4,119.8,23.6,1.3170359052711993,0.010993621913782966,0.23433874709976796,0.055303944315545236,2.8930296127562642,2.625558086560365,1.3483371298405467,2.3532574031890663,1.23375854214123,2.8930296127562642,generalist
Lophoceros_pallidirostris,231.0,183.4,47.4,220.9,20.5,1.2595419847328244,0.005701865028215592,0.20519480519480518,0.042064935064935055,2.8929840546697037,2.1671981776765374,1.8393621867881549,1.9217767653758544,0.9291571753986334,2.8929840546697037,generalist
Streptocitta_albertinae,145.1,115.7,29.4,260.2,20.2,1.254105445116681,0.004819774962016453,0.20261888352860097,0.04092901447277739,2.8921184510250573,2.1180182232346243,1.8927790432801823,1.875125284738041,1.2048063781321185,2.8921184510250573,generalist
Tanysiptera_nympha,91.8,71.3,20.4,141.2,22.2,1.2875175315568022,0.009118396115841376,0.2222222222222222,0.049333333333333326,2.891617312072893,2.447084282460137,1.5554897494305238,2.174305239179955,1.8100455580865602,2.891617312072893,generalist
Lophoceros_alboterminatus,235.7,187.3,44.4,219.0,19.2,1.2584089695675387,0.005746159678390587,0.18837505303351718,0.036168010182435296,2.8914806378132116,1.8788154897494307,2.011799544419134,1.7466059225512527,0.7897949886104783,2.8914806378132116,generalist
Lophoceros_nasutus,220.7,174.8,47.1,200.1,21.2,1.2625858123569793,0.006309774174697547,0.21341187131853195,0.045243316719528776,2.891389521640091,2.3015034168564914,1.743234624145786,2.015763097949886,1.0075626423690205,2.891389521640091,generalist
Onychognathus_albirostris,157.1,119.3,37.8,120.0,24.0,1.316848281642917,0.010973735680357642,0.24061107574793125,0.0577466581795035,2.89129840546697,2.6970387243735763,1.310888382687927,2.392346241457859,1.3295671981776764,2.89129840546697,generalist
Rhinopomastus_cyanomelas,108.4,84.5,21.2,146.6,20.1,1.2828402366863907,0.00875061552992081,0.19557195571955718,0.039309963099630994,2.8911617312072893,2.0314806378132118,1.8201366742596812,1.910113895216401,1.416127562642369,2.8911617312072893,generalist
Micrastur_mintoni,187.6,146.7,40.9,154.9,21.8,1.2788002726653034,0.00825565056594773,0.21801705756929637,0.04752771855010662,2.890068337129841,2.387403189066059,1.6250797266514807,2.1144419134396357,1.1128701594533028,2.890068337129841,generalist
Tockus_flavirostris,192.0,152.5,38.5,214.9,20.1,1.259016393442623,0.00585861513933282,0.20052083333333334,0.040304687500000005,2.888974943052392,2.0863325740318905,1.8903416856492026,1.8702961275626424,0.9828701594533029,2.888974943052392,generalist
Scotopelia_ussheri,324.5,256.2,68.3,180.5,21.0,1.2665886026541764,0.007017111372045299,0.21047765793528506,0.044200308166409866,2.8866059225512526,2.257243735763098,1.7549202733485192,2.0,0.845763097949886,2.8866059225512526,generalist
Lamprotornis_purpuroptera,143.8,111.8,28.4,139.2,20.4,1.2862254025044724,0.009240125017991901,0.19749652294853962,0.04028929068150208,2.8844419134396357,2.074419134396355,1.7750113895216402,1.9486788154897494,1.1585876993166286,2.8844419134396357,generalist
Streptocitta_albicollis,147.0,117.3,29.7,245.0,20.3,1.2531969309462916,0.005115089514066497,0.20204081632653062,0.04101428571428571,2.882346241457859,2.1182004555808653,1.887790432801822,1.8799316628701594,1.2047835990888383,2.882346241457859,generalist
Quiscalus_nicaraguensis,118.0,90.4,25.8,124.2,22.2,1.3053097345132743,0.010509740213472419,0.21864406779661016,0.04853898305084745,2.8810478359908887,2.4155125284738044,1.5109111617312072,2.1986332574031895,1.480751708428246,2.8810478359908887,generalist
Strigops_habroptila,275.1,219.2,54.6,225.1,19.9,1.2550182481751826,0.005575380933696947,0.1984732824427481,0.039496183206106865,2.8790432801822328,2.0490432801822323,1.9299544419134391,1.836355353075171,0.8116856492027336,2.8790432801822328,generalist
Dicrurus_fuscipennis,141.5,109.0,32.5,129.4,22.9,1.298165137614679,0.01003218808048438,0.22968197879858657,0.052597173144876316,2.8775854214123004,2.5482915717539862,1.4619589977220957,2.2582687927107057,1.372118451025057,2.8775854214123004,generalist
Promerops_gurneyi,88.8,69.3,19.0,144.5,21.5,1.2813852813852813,0.008867718210278763,0.21396396396396397,0.046002252252252254,2.875626423690205,2.3302961275626424,1.6478815489749432,2.0882004555808655,1.8205922551252847,2.875626423690205,generalist
Ceblepyris_caesius,120.6,91.5,28.4,116.2,23.7,1.318032786885246,0.011342795067859257,0.23548922056384744,0.05581094527363185,2.8719362186788158,2.6392938496583143,1.3377904328018224,2.3635535307517084,1.5491799544419134,2.8719362186788158,generalist
Lamprotornis_benguelensis,139.7,110.7,32.8,187.0,22.9,1.2619692863595302,0.006748498857537594,0.23478883321403007,0.053766642806012885,2.8708883826879275,2.5918906605922554,1.568018223234624,2.194168564920273,1.4594077448747151,2.8708883826879275,generalist
Lamprotornis_mevesii,139.7,110.7,32.8,187.0,22.9,1.2619692863595302,0.006748498857537594,0.23478883321403007,0.053766642806012885,2.8708883826879275,2.5918906605922554,1.568018223234624,2.194168564920273,1.4594077448747151,2.8708883826879275,generalist
Lamprotornis_violacior,139.7,110.7,32.8,187.0,22.9,1.2619692863595302,0.006748498857537594,0.23478883321403007,0.053766642806012885,2.8708883826879275,2.5918906605922554,1.568018223234624,2.194168564920273,1.4594077448747151,2.8708883826879275,generalist
