ID,Species,FlightCategory,DatFilename,CpFilename,AspectRatio,PointednessIndex,HandWingIndex,EfficiencyIndex,WingLoadingProxy,MaxThickness,MaxThicknessPos,MaxCamber,MaxCamberPos,WingLength_mm,Secondary1_mm,KippsDistance_mm,TailLength_mm,EstimatedReynolds,LERadius,LEDroop
23,Accipiter_imitator,diving,airfoil_00023_Accipiter_imitator_AR1.43.dat,cp_00023_Accipiter_imitator_AR1.43.csv,1.4285714285714286,0.3,30.0,0.09,0.0088731144631765,0.17480275390372052,0.26474572639559346,0.05696443426552883,0.3417085427135678,200.0,140.0,60.0,161.0,40974.95135372842,0.03184,0.002000000000000001
24,Accipiter_luteoschistaceus,diving,airfoil_00024_Accipiter_luteoschistaceu_AR1.44.dat,cp_00024_Accipiter_luteoschistaceu_AR1.44.csv,1.4351145038167938,0.3031914893617021,30.3,0.0918670212765957,0.0098295513960054,0.17495811104467546,0.26456851657726094,0.05691389395078328,0.3417085427135678,188.0,131.0,57.0,146.0,37748.06474873678,0.03175514468085106,0.0019400000000000008
25,Accipiter_madagascariensis,soaring,airfoil_00025_Accipiter_madagascariensi_AR1.40.dat,cp_00025_Accipiter_madagascariensi_AR1.40.csv,1.4008810572687227,0.2856394129979036,28.7,0.0819785115303983,0.0093704418546402,0.1768596248244737,0.26551839814375605,0.057268400679707815,0.3417085427135678,190.8,136.2,54.5,149.5,38494.40678878435,0.032216729979035644,0.002260000000000001
26,Accipiter_melanochlamys,diving,airfoil_00026_Accipiter_melanochlamys_AR1.46.dat,cp_00026_Accipiter_melanochlamys_AR1.46.csv,1.4635083226632524,0.3280839895013123,32.4,0.1062992125984252,0.0088805116666459,0.1705915958966071,0.2633051496745856,0.05636651703245969,0.3417085427135678,228.6,156.2,75.0,164.8,48954.02138460217,0.031117772178477693,0.0015200000000000003
27,Accipiter_melanoleucus,diving,airfoil_00027_Accipiter_melanoleucus_AR1.51.dat,cp_00027_Accipiter_melanoleucus_AR1.51.csv,1.5079681274900398,0.3540290620871862,35.0,0.1239101717305151,0.0068731455218324,0.1648246043642879,0.26178471440550877,0.055650749092498744,0.33668341708542715,302.8,200.8,107.2,219.4,71397.96174037787,0.030411505944517834,0.0010000000000000009
28,Accipiter_meyerianus,diving,airfoil_00028_Accipiter_meyerianus_AR1.49.dat,cp_00028_Accipiter_meyerianus_AR1.49.csv,1.491566265060241,0.3295638126009693,33.0,0.1087560581583198,0.0074578313253012,0.16717697107996604,0.26299472299642856,0.05613388406624798,0.3417085427135678,309.5,207.5,102.0,200.0,73539.93928145763,0.031031415185783524,0.0014000000000000002
29,Accipiter_minullus,diving,airfoil_00029_Accipiter_minullus_AR1.42.dat,cp_00029_Accipiter_minullus_AR1.42.csv,1.4215500945179584,0.2965425531914893,29.6,0.0877765957446808,0.0135128335980794,0.17776554165649155,0.26497484734229815,0.05713667891596347,0.3417085427135678,150.4,105.8,44.6,105.2,28133.071202375657,0.03193957659574468,0.00208
30,Accipiter_nanus,diving,airfoil_00030_Accipiter_nanus_AR1.42.dat,cp_00030_Accipiter_nanus_AR1.42.csv,1.4176744186046513,0.2946194225721784,29.5,0.0869127296587926,0.0130061873266481,0.17778020892801658,0.26504162725237196,0.05715533195672726,0.3417085427135678,152.4,107.5,44.9,109.0,28624.683298293392,0.03198246981627297,0.0021000000000000007
31,Accipiter_nisus,diving,airfoil_00031_Accipiter_nisus_AR1.54.dat,cp_00031_Accipiter_nisus_AR1.54.csv,1.5443037974683544,0.3577627772420443,35.5,0.1270057859209257,0.0099312141316292,0.1675032058175252,0.26150358981715877,0.055636235578564626,0.33668341708542715,207.4,134.3,74.2,155.5,43001.12315123681,0.03029703278688525,0.0009000000000000008
32,Accipiter_novaehollandiae,soaring,airfoil_00032_Accipiter_novaehollandiae_AR1.39.dat,cp_00032_Accipiter_novaehollandiae_AR1.39.csv,1.3908656399362718,0.2901870943108057,28.9,0.0838640702558228,0.0075755209146855,0.17384362481687338,0.26537854491858676,0.057132031302238324,0.3417085427135678,261.9,188.3,76.0,183.6,58728.24048294637,0.032119019396716304,0.002220000000000001
33,Accipiter_ovampensis,diving,airfoil_00033_Accipiter_ovampensis_AR1.61.dat,cp_00033_Accipiter_ovampensis_AR1.61.csv,1.6057761732851985,0.3875899280575539,38.4,0.1488345323741007,0.0103598462792593,0.1632063538278841,0.2597997485063895,0.05486788967475475,0.33668341708542715,222.4,138.5,86.2,155.0,47190.742769454526,0.029494171223021587,0.0003200000000000003
34,Accipiter_poliocephalus,diving,airfoil_00034_Accipiter_poliocephalus_AR1.47.dat,cp_00034_Accipiter_poliocephalus_AR1.47.csv,1.4740896358543416,0.3220902612826603,32.1,0.1033909738717339,0.0093771605334245,0.17169402906809594,0.2635075022351077,0.05646192421383586,0.3417085427135678,210.5,142.8,67.8,157.2,43857.99392478379,0.031250265558194774,0.0015800000000000002
35,Accipiter_poliogaster,diving,airfoil_00035_Accipiter_poliogaster_AR1.40.dat,cp_00035_Accipiter_poliogaster_AR1.40.csv,1.3960511033681766,0.3019966722129783,29.6,0.0893910149750416,0.0079957107867593,0.17370073758663757,0.26492591093272383,0.05700097061215641,0.3417085427135678,240.4,172.2,72.6,174.6,52359.717678688874,0.03184685657237937,0.00208
36,Accipiter_princeps,soaring,airfoil_00036_Accipiter_princeps_AR1.41.dat,cp_00036_Accipiter_princeps_AR1.41.csv,1.4127320954907163,0.292151708599324,29.2,0.0853082989110026,0.0073465007565819,0.17331864459944582,0.2652123430853828,0.05706059381759842,0.3417085427135678,266.3,188.5,77.8,192.3,60056.89960507916,0.03205502095381149,0.002160000000000001
37,Accipiter_rhodogaster,diving,airfoil_00037_Accipiter_rhodogaster_AR1.41.dat,cp_00037_Accipiter_rhodogaster_AR1.41.csv,1.4101307189542482,0.2989571263035921,29.7,0.0887902665121668,0.0112093061920051,0.17645431930576558,0.26490365802512955,0.057074673093123536,0.3417085427135678,172.6,122.4,51.6,125.8,33716.74490069194,0.03188832885283893,0.0020600000000000006
38,Accipiter_rufitorques,diving,airfoil_00038_Accipiter_rufitorques_AR1.53.dat,cp_00038_Accipiter_rufitorques_AR1.53.csv,1.532394366197183,0.3377757352941176,34.1,0.1151815257352941,0.0104958518232683,0.16887180237146757,0.26237626909571565,0.0559697492695879,0.33668341708542715,217.6,142.0,73.5,146.0,45838.206734259365,0.0307796125,0.00118
39,Accipiter_rufiventris,diving,airfoil_00039_Accipiter_rufiventris_AR1.63.dat,cp_00039_Accipiter_rufiventris_AR1.63.csv,1.627699180938198,0.3796889295516926,38.1,0.1446614821591949,0.0098172447583727,0.163744162572109,0.26001921381409887,0.05495252342050318,0.33668341708542715,218.6,134.3,83.0,165.8,46119.07266607584,0.02965908819762123,0.00038000000000000035
40,Accipiter_soloensis,diving,airfoil_00040_Accipiter_soloensis_AR1.64.dat,cp_00040_Accipiter_soloensis_AR1.64.csv,1.6416083916083917,0.3892438764643237,39.0,0.1518051118210862,0.013303147419841,0.16391559220746982,0.25948775951041125,0.054756951756651205,0.33668341708542715,187.8,114.4,73.1,123.4,37694.909923330415,0.0294048541001065,0.00020000000000000017
41,Accipiter_striatus,diving,airfoil_00041_Accipiter_striatus_AR1.43.dat,cp_00041_Accipiter_striatus_AR1.43.csv,1.4321766561514195,0.3116740088105727,30.7,0.0956839207048458,0.0106640108425273,0.174744892695496,0.26429430878666804,0.05683187029560852,0.3417085427135678,181.6,126.8,56.6,134.3,36057.46680644878,0.031570141850220265,0.0018600000000000005
42,Accipiter_superciliosus,diving,airfoil_00042_Accipiter_superciliosus_AR1.39.dat,cp_00042_Accipiter_superciliosus_AR1.39.csv,1.391634980988593,0.2636612021857923,26.9,0.0709248633879781,0.0133043497226442,0.18142274419798507,0.26660704237118366,0.05773378770812301,0.3417085427135678,146.4,105.2,38.6,104.6,27156.824767563437,0.032773959562841536,0.0026200000000000012
43,Accipiter_sylvestris,diving,airfoil_00043_Accipiter_sylvestris_AR1.47.dat,cp_00043_Accipiter_sylvestris_AR1.47.csv,1.47008547008547,0.3197674418604651,32.0,0.1023255813953488,0.0100073891768922,0.1719933849789373,0.2635778683036213,0.05649135365046587,0.3417085427135678,206.4,140.4,66.0,146.9,42725.72434544658,0.0312999534883721,0.0016000000000000003
44,Accipiter_tachiro,soaring,airfoil_00044_Accipiter_tachiro_AR1.34.dat,cp_00044_Accipiter_tachiro_AR1.34.csv,1.343634116192831,0.2557497700091996,25.7,0.0657276908923643,0.0076779092353876,0.1795241251399759,0.2672723250158491,0.05787128119644208,0.3417085427135678,217.4,161.8,55.6,175.0,45782.09139326644,0.03303085390984361,0.0028600000000000006
45,Accipiter_toussenelii,soaring,airfoil_00045_Accipiter_toussenelii_AR1.26.dat,cp_00045_Accipiter_toussenelii_AR1.26.csv,1.2633689839572193,0.255026455026455,24.4,0.062226455026455,0.0080366983712291,0.1823677224597577,0.26792263802442673,0.05817623736616016,0.34673366834170855,189.0,149.6,48.2,157.2,38014.150009693985,0.03317575026455026,0.003120000000000001
46,Accipiter_trinotatus,soaring,airfoil_00046_Accipiter_trinotatus_AR1.42.dat,cp_00046_Accipiter_trinotatus_AR1.42.csv,1.4165217391304348,0.2639656230816452,27.2,0.0717986494782074,0.010997839589522,0.18013057318778608,0.2664557364182337,0.057639458972845975,0.3417085427135678,162.9,115.0,43.0,128.8,31243.12768094363,0.03273818440761203,0.00256
47,Accipiter_trivirgatus,soaring,airfoil_00047_Accipiter_trivirgatus_AR1.30.dat,cp_00047_Accipiter_trivirgatus_AR1.30.csv,1.3016255267910897,0.2294172062904718,23.0,0.0527659574468085,0.0075719925933164,0.182984237789588,0.268845761859292,0.05841598596276944,0.34673366834170855,216.2,166.1,49.6,171.9,45445.80501046574,0.03375390749306198,0.0034000000000000002
48,Accipiter_virgatus,diving,airfoil_00048_Accipiter_virgatus_AR1.36.dat,cp_00048_Accipiter_virgatus_AR1.36.csv,1.362307067424858,0.2784734645199762,27.4,0.0763017292784734,0.0109952144263507,0.1796125121601434,0.2662265168859848,0.057588005634637326,0.3417085427135678,167.7,123.1,46.7,123.9,32460.724640364217,0.03247115110316041,0.002520000000000001
49,Aquila_adalberti,diving,airfoil_00049_Aquila_adalberti_AR1.66.dat,cp_00049_Aquila_adalberti_AR1.66.csv,1.6573426573426573,0.3966244725738396,39.7,0.1574599156118143,0.005580278307551,0.1528606029327601,0.2561700654034973,0.05422803007067466,0.33668341708542715,592.5,357.5,235.0,297.0,178717.4001645555,0.02920798396624473,6.0000000000000056e-05
50,Aquila_africana,soaring,airfoil_00050_Aquila_africana_AR1.38.dat,cp_00050_Aquila_africana_AR1.38.csv,1.3776167471819645,0.2741087083576856,27.4,0.0751057860900058,0.0049590235679696,0.17338686839460254,0.26626567912179383,0.05738021940064959,0.3417085427135678,342.2,248.4,93.8,277.8,84251.10042239743,0.03254535195791934,0.002520000000000001
51,Aquila_audax,diving,airfoil_00051_Aquila_audax_AR1.66.dat,cp_00051_Aquila_audax_AR1.66.csv,1.6551446945337622,0.3958232151529868,39.6,0.1567459932005828,0.0042768596757978,0.15261185464363433,0.25622653358691444,0.05424256645439533,0.33668341708542715,617.7,373.2,244.5,387.0,189320.32879301117,0.029231805342399223,8.000000000000007e-05
52,Aquila_chrysaetos,diving,airfoil_00052_Aquila_chrysaetos_AR1.58.dat,cp_00052_Aquila_chrysaetos_AR1.58.csv,1.5792092170725325,0.3667716796551152,36.7,0.1346052064334273,0.0051423289386927,0.156519360398394,0.2579175184446021,0.055015517189510546,0.33668341708542715,603.1,381.9,221.2,307.1,183154.96731724005,0.030021481445863044,0.0006599999999999995
53,Aquila_fasciata,diving,airfoil_00053_Aquila_fasciata_AR1.60.dat,cp_00053_Aquila_fasciata_AR1.60.csv,1.596065573770492,0.3734593262119967,37.3,0.1393003286770747,0.0061387137452711,0.15768146625465806,0.2575614418620648,0.05492505688415091,0.33668341708542715,486.8,305.0,181.8,260.0,136315.60561810163,0.029846591454396058,0.0005400000000000004
54,Aquila_gurneyi,soaring,airfoil_00054_Aquila_gurneyi_AR1.51.dat,cp_00054_Aquila_gurneyi_AR1.51.csv,1.5091463414634143,0.3375573921028467,33.8,0.1140943985307621,0.004128991358313,0.1611265650280081,0.2596099980712586,0.055772029800452844,0.33668341708542715,544.5,360.8,183.8,365.5,159038.32659672244,0.03081392433425161,0.001240000000000001
55,Aquila_heliaca,diving,airfoil_00055_Aquila_heliaca_AR1.64.dat,cp_00055_Aquila_heliaca_AR1.64.csv,1.644632768361582,0.3964273445551357,39.5,0.1565888010992785,0.0052012421516811,0.15327119605428505,0.25627009423057706,0.0542874943240607,0.33668341708542715,582.2,354.0,230.8,316.2,174436.88489237352,0.029231735142562693,0.00010000000000000009
56,Aquila_nipalensis,diving,airfoil_00056_Aquila_nipalensis_AR1.69.dat,cp_00056_Aquila_nipalensis_AR1.69.csv,1.685542168674699,0.4024303073624016,40.5,0.1629842744817727,0.0062105459420585,0.15236896723554794,0.2557238693355405,0.05402833865068162,0.33668341708542715,559.6,332.0,225.2,271.4,165154.70806125583,0.029027684774839174,0.0
57,Aquila_rapax,diving,airfoil_00057_Aquila_rapax_AR1.63.dat,cp_00057_Aquila_rapax_AR1.63.csv,1.6341935483870969,0.3868930122384524,38.7,0.149727595736281,0.0067417225593527,0.15554276962895455,0.2567505340592418,0.05454452195953829,0.33668341708542715,506.6,310.0,196.0,242.4,143995.0690347785,0.02947541879194631,0.00026000000000000025
58,Aquila_spilogaster,diving,airfoil_00058_Aquila_spilogaster_AR1.53.dat,cp_00058_Aquila_spilogaster_AR1.53.csv,1.533715925394548,0.353601496725912,35.2,0.124467726847521,0.0060192932707792,0.1615097293357547,0.2587751153163012,0.055498704269355256,0.33668341708542715,427.6,278.8,151.2,254.8,114119.62867832032,0.0303983745556595,0.0009599999999999998
59,Aquila_verreauxii,soaring,airfoil_00059_Aquila_verreauxii_AR1.51.dat,cp_00059_Aquila_verreauxii_AR1.51.csv,1.5141097998973834,0.3397153507285665,34.0,0.1155032192477126,0.0037524406441075,0.16014655061743333,0.2594919603240739,0.05569895671234543,0.33668341708542715,590.2,389.8,200.5,403.5,177758.85813280533,0.03075683903761437,0.0012
60,Aviceda_cuculoides,diving,airfoil_00060_Aviceda_cuculoides_AR1.72.dat,cp_00060_Aviceda_cuculoides_AR1.72.csv,1.7237785016286646,0.4308390022675736,42.4,0.1826757369614512,0.0111788489080976,0.15663455803325016,0.2574307072068224,0.0537266235714114,0.33668341708542715,264.6,153.5,114.0,154.2,59542.54954444306,0.028350936961451252,0.0
61,Aviceda_jerdoni,soaring,airfoil_00061_Aviceda_jerdoni_AR1.36.dat,cp_00061_Aviceda_jerdoni_AR1.36.csv,1.3584567070435174,0.2539630118890357,25.6,0.0650145310435931,0.0064381834457038,0.1767484744636495,0.2673378813405103,0.05779519429543856,0.3417085427135678,302.8,222.9,76.9,211.0,71397.96174037787,0.033071428797886396,0.00288
62,Aviceda_leuphotes,diving,airfoil_00062_Aviceda_leuphotes_AR1.54.dat,cp_00062_Aviceda_leuphotes_AR1.54.csv,1.5352862849533957,0.3555941023417173,35.3,0.1255247181266262,0.0123813410076886,0.16683458363218448,0.26162209770099476,0.05565559733822973,0.33668341708542715,230.6,150.2,82.0,124.0,49526.69174780589,0.030354300260190807,0.0009400000000000008
63,Aviceda_madagascariensis,diving,airfoil_00063_Aviceda_madagascariensis_AR1.51.dat,cp_00063_Aviceda_madagascariensis_AR1.51.csv,1.5142168674698795,0.3373647358370464,33.8,0.1140292807129216,0.0089492722663704,0.16602840226890048,0.26252853131164816,0.05593557216268616,0.33668341708542715,314.2,207.5,106.0,169.2,75053.36736326474,0.030817199490770213,0.001240000000000001
64,Aviceda_subcristata,diving,airfoil_00064_Aviceda_subcristata_AR1.68.dat,cp_00064_Aviceda_subcristata_AR1.68.csv,1.683,0.3995840760546643,40.2,0.160632798573975,0.0083316831683168,0.15728515214300842,0.2588006850499729,0.05426166937779603,0.33668341708542715,336.6,200.0,134.5,202.0,82387.02201259126,0.029106670707070705,0.0
65,Busarellus_nigricollis,soaring,airfoil_00065_Busarellus_nigricollis_AR1.39.dat,cp_00065_Busarellus_nigricollis_AR1.39.csv,1.3899682091133874,0.2691232528589581,27.0,0.0726632782719187,0.0069567978434103,0.17265402567351026,0.26357794344076807,0.057424304146289996,0.3417085427135678,393.5,283.1,105.9,199.8,101876.91908215932,0.03267090470139771,0.0026000000000000003
66,Butastur_indicus,diving,airfoil_00066_Butastur_indicus_AR1.86.dat,cp_00066_Butastur_indicus_AR1.86.csv,1.86242183058556,0.4734432234432233,46.9,0.2220448717948717,0.0097102285223439,0.14909913819547937,0.25481982748142074,0.052360031897735644,0.3316582914572864,327.6,175.9,155.1,191.8,79416.70498082574,0.027167665201465203,0.0
67,Butastur_liventer,diving,airfoil_00067_Butastur_liventer_AR1.73.dat,cp_00067_Butastur_liventer_AR1.73.csv,1.725219573400251,0.4203636363636363,42.0,0.1765527272727272,0.0115786548550352,0.15680612016521675,0.25772279556620364,0.053827261709396716,0.33668341708542715,275.0,159.4,115.6,149.0,62708.80146964882,0.028569818181818186,0.0
68,Butastur_rufipennis,diving,airfoil_00068_Butastur_rufipennis_AR1.83.dat,cp_00068_Butastur_rufipennis_AR1.83.csv,1.8305882352941176,0.4611182519280206,45.8,0.2111921593830334,0.0100914456190414,0.15093856137032363,0.2554751852049072,0.052703254033265,0.3316582914572864,311.2,170.0,143.5,181.4,74086.32165358211,0.02748938971722365,0.0
69,Butastur_teesa,diving,airfoil_00069_Butastur_teesa_AR1.79.dat,cp_00069_Butastur_teesa_AR1.79.csv,1.79030303030303,0.4468517264725796,44.5,0.1988490182802979,0.0093733142947802,0.15303424851075348,0.25624701299745495,0.05309783685536298,0.3316582914572864,295.4,165.0,132.0,191.0,69053.53614743298,0.02786452064996615,0.0
70,Buteo_albigula,diving,airfoil_00070_Buteo_albigula_AR1.60.dat,cp_00070_Buteo_albigula_AR1.60.csv,1.6041896361631751,0.3766323024054983,37.6,0.1416137457044673,0.0088045534366804,0.16187317583463684,0.260294263313882,0.05499984707343682,0.33668341708542715,291.0,181.4,109.6,182.2,67670.28235826855,0.02976205085910653,0.00048000000000000045
71,Buteo_albonotatus,diving,airfoil_00071_Buteo_albonotatus_AR1.68.dat,cp_00071_Buteo_albonotatus_AR1.68.csv,1.681453316434305,0.4012562814070351,40.3,0.1617062814070351,0.0077486327946281,0.1556704179459112,0.2587361565358784,0.054184790166013894,0.33668341708542715,398.0,236.7,159.7,217.0,103469.01586295055,0.029068043216080405,0.0
72,Buteo_augur,diving,airfoil_00072_Buteo_augur_AR1.45.dat,cp_00072_Buteo_augur_AR1.45.csv,1.4464033850493652,0.3152120916626036,31.4,0.0989765967820575,0.0076732275068931,0.16670581559426154,0.26099384479235277,0.05643015454037384,0.3417085427135678,410.2,283.6,129.3,188.5,107821.58343008115,0.03143859444173574,0.0017200000000000004
73,Buteo_auguralis,diving,airfoil_00073_Buteo_auguralis_AR1.59.dat,cp_00073_Buteo_auguralis_AR1.59.csv,1.594449418084154,0.3815272318921954,37.8,0.1442172936552498,0.0082785535726072,0.15982790153637483,0.2601512944473435,0.05488782752522988,0.33668341708542715,356.2,223.4,135.9,192.6,88963.8558280137,0.02965843705783268,0.00044000000000000153
