ID,Species,FlightCategory,DatFilename,CpFilename,AspectRatio,PointednessIndex,HandWingIndex,EfficiencyIndex,WingLoadingProxy,MaxThickness,MaxThicknessPos,MaxCamber,MaxCamberPos,WingLength_mm,Secondary1_mm,KippsDistance_mm,TailLength_mm,EstimatedReynolds,LERadius,LEDroop
2653,Laterallus_leucopyrrhus,maneuvering,airfoil_02653_Laterallus_leucopyrrhus_AR1.15.dat,cp_02653_Laterallus_leucopyrrhus_AR1.15.csv,1.1491228070175437,0.1284987277353689,13.0,0.0167048346055979,0.0255360623781676,0.2041242112753685,0.27470372625057754,0.06042158114310939,0.35175879396984927,78.6,68.4,10.1,45.0,12298.446779793245,0.03648952162849873,0.0054
2654,Laterallus_levraudi,maneuvering,airfoil_02654_Laterallus_levraudi_AR1.19.dat,cp_02654_Laterallus_levraudi_AR1.19.csv,1.1930091185410334,0.1630573248407643,16.2,0.0264152866242038,0.0361517914709404,0.1989709775624709,0.27280885804805516,0.059881193951033244,0.35175879396984927,78.5,65.8,12.8,33.0,14609.493592476227,0.035575625477707006,0.00476
2655,Laterallus_melanophaius,maneuvering,airfoil_02655_Laterallus_melanophaius_AR1.19.dat,cp_02655_Laterallus_melanophaius_AR1.19.csv,1.1936872309899569,0.1586538461538461,16.0,0.0253846153846153,0.0310856049736967,0.19923509872319864,0.27294741743296547,0.059914435263861344,0.35175879396984927,83.2,69.7,13.2,38.4,14588.371514435206,0.03567088461538462,0.0048000000000000004
2656,Laterallus_rogersi,maneuvering,airfoil_02656_Laterallus_rogersi_AR1.00.dat,cp_02656_Laterallus_rogersi_AR1.00.csv,1.00184842883549,0.0018450184501845,0.2,3.6900369003690034e-06,0.035152576450368,0.22151063718182262,0.28217929284682475,0.06200067623095787,0.35678391959798994,54.2,54.1,0.1,28.5,10000.0,0.03994823468634687,0.00796
2657,Laterallus_ruber,maneuvering,airfoil_02657_Laterallus_ruber_AR1.16.dat,cp_02657_Laterallus_ruber_AR1.16.csv,1.160968660968661,0.1386503067484662,13.8,0.0191337423312883,0.033946452075107,0.20188471975418304,0.2742164435970414,0.06025981646268193,0.35175879396984927,81.5,70.2,11.3,34.2,14849.006127788722,0.036235344785276076,0.005240000000000001
2658,Laterallus_spilonota,diving,airfoil_02658_Laterallus_spilonota_AR1.36.dat,cp_02658_Laterallus_spilonota_AR1.36.csv,1.356701030927835,0.2553191489361702,25.7,0.0656170212765957,0.0560620260713981,0.18701328188893504,0.2672761887102639,0.05812091907292431,0.3417085427135678,65.8,48.5,16.8,24.2,14550.183537452911,0.03303817446808511,0.0028600000000000006
2659,Laterallus_spilopterus,diving,airfoil_02659_Laterallus_spilopterus_AR1.29.dat,cp_02659_Laterallus_spilopterus_AR1.29.csv,1.2915254237288136,0.2335958005249344,23.2,0.0541942257217847,0.0379860418743768,0.19022804042724797,0.2687092202223679,0.05862743667104945,0.34673366834170855,76.2,59.0,17.8,34.0,14420.239553998164,0.033662471391076115,0.003360000000000001
2660,Laterallus_tuerosi,generalist,airfoil_02660_Laterallus_tuerosi_AR1.25.dat,cp_02660_Laterallus_tuerosi_AR1.25.csv,1.2521008403361344,0.2013422818791946,20.1,0.0404697986577181,0.0350728526704799,0.1945903413107063,0.2705338815349728,0.05922745548813201,0.34673366834170855,74.5,59.5,15.0,35.7,13465.155853909531,0.03452698120805369,0.00398
2661,Laterallus_xenopterus,maneuvering,airfoil_02661_Laterallus_xenopterus_AR1.02.dat,cp_02661_Laterallus_xenopterus_AR1.02.csv,1.0190615835777126,0.2129496402877698,17.8,0.037905035971223,0.0223478417451252,0.1991283674188708,0.27156880767899605,0.059687293057382816,0.34673366834170855,69.5,68.2,14.8,45.6,10411.046907382022,0.03456425611510791,0.00444
2662,Lewinia_mirifica,diving,airfoil_02662_Lewinia_mirifica_AR1.38.dat,cp_02662_Lewinia_mirifica_AR1.38.csv,1.3803418803418803,0.2755417956656346,27.6,0.0760495356037151,0.034508547008547,0.18297462557321797,0.2661537712068174,0.05766559927453409,0.3417085427135678,96.9,70.2,26.7,40.0,18681.755265806958,0.03250058947368421,0.00248
2663,Lewinia_muelleri,generalist,airfoil_02663_Lewinia_muelleri_AR1.24.dat,cp_02663_Lewinia_muelleri_AR1.24.csv,1.242384105960265,0.197228144989339,19.7,0.0388539445628997,0.0303020513648845,0.19365305793801507,0.27076889455235986,0.05925144627284795,0.34673366834170855,93.8,75.5,18.5,41.0,16790.570205876364,0.034637721535181236,0.004060000000000001
2664,Lewinia_pectoralis,generalist,airfoil_02664_Lewinia_pectoralis_AR1.24.dat,cp_02664_Lewinia_pectoralis_AR1.24.csv,1.242384105960265,0.197228144989339,19.7,0.0388539445628997,0.0303020513648845,0.19365305793801507,0.27076889455235986,0.05925144627284795,0.34673366834170855,93.8,75.5,18.5,41.0,16790.570205876364,0.034637721535181236,0.004060000000000001
2665,Lewinia_striata,diving,airfoil_02665_Lewinia_striata_AR1.30.dat,cp_02665_Lewinia_striata_AR1.30.csv,1.2957110609480813,0.2456445993031359,24.2,0.0594459930313588,0.0319140655405931,0.18609757038914898,0.26810586528268354,0.0583328233962597,0.34673366834170855,114.8,88.6,28.2,40.6,22355.901591817877,0.033355641811846685,0.0031600000000000005
2666,Megacrex_inepta,maneuvering,airfoil_02666_Megacrex_inepta_AR1.08.dat,cp_02666_Megacrex_inepta_AR1.08.csv,1.0794044665012408,0.067816091954023,6.8,0.0046114942528735,0.0313780368168965,0.20450263686372655,0.2783187349053847,0.06100989177815047,0.35678391959798994,174.0,161.2,11.8,34.4,38178.33936114464,0.03815352643678161,0.00664
2667,Mentocrex_beankaensis,generalist,airfoil_02667_Mentocrex_beankaensis_AR1.46.dat,cp_02667_Mentocrex_beankaensis_AR1.46.csv,1.4639175257731958,0.1746478873239436,20.5,0.0358028169014084,0.0225218080888183,0.18980074659723506,0.2705752942624662,0.05901114012226117,0.34673366834170855,142.0,97.0,24.8,65.0,26093.826309416057,0.03493998591549296,0.0039000000000000007
2668,Mentocrex_kioloides,generalist,airfoil_02668_Mentocrex_kioloides_AR1.26.dat,cp_02668_Mentocrex_kioloides_AR1.26.csv,1.2556701030927837,0.2036124794745484,20.5,0.0417405582922824,0.0272971761541909,0.1907847973186805,0.27031541303525963,0.059044392287406586,0.34673366834170855,121.8,97.0,24.8,46.0,22324.981542361365,0.03444758784893268,0.0039000000000000007
2669,Micropygia_schomburgkii,diving,airfoil_02669_Micropygia_schomburgkii_AR1.30.dat,cp_02669_Micropygia_schomburgkii_AR1.30.csv,1.3024475524475525,0.2322147651006711,23.2,0.0538738255033557,0.0456999141209667,0.1898128635424491,0.26872161139221434,0.058613543790979536,0.34673366834170855,74.5,57.2,17.3,28.5,15370.342005165727,0.03368594899328859,0.003360000000000001
2670,Neocrex_colombiana,diving,airfoil_02670_Neocrex_colombiana_AR1.31.dat,cp_02670_Neocrex_colombiana_AR1.31.csv,1.3108108108108107,0.2371134020618556,23.7,0.0561958762886597,0.0436936936936936,0.1871271191371937,0.26843003468677407,0.05844604457860092,0.34673366834170855,97.0,74.0,23.0,30.0,21049.372680755263,0.033551672164948455,0.0032600000000000007
2671,Neocrex_erythrops,diving,airfoil_02671_Neocrex_erythrops_AR1.24.dat,cp_02671_Neocrex_erythrops_AR1.24.csv,1.2397435897435898,0.2461220268872802,23.4,0.0575925542916235,0.0291019622005537,0.18884511759298567,0.26849778048674505,0.05855033538922231,0.34673366834170855,96.7,78.0,23.8,42.6,17110.50815676324,0.03342912554291624,0.003320000000000001
2672,Paragallinula_angulata,diving,airfoil_02672_Paragallinula_angulata_AR1.56.dat,cp_02672_Paragallinula_angulata_AR1.56.csv,1.5647058823529412,0.3609022556390977,35.9,0.129563909774436,0.0261656502065709,0.17066884045491768,0.2612773218027705,0.05565799628678439,0.33668341708542715,133.0,85.0,48.0,59.8,24507.834340772155,0.03020286165413534,0.0008200000000000007
2673,Pardirallus_maculatus,diving,airfoil_02673_Pardirallus_maculatus_AR1.33.dat,cp_02673_Pardirallus_maculatus_AR1.33.csv,1.325353645266594,0.2536945812807881,25.1,0.0636773399014778,0.0274969635947426,0.18494618657090425,0.2675879140910775,0.05814968283125662,0.3417085427135678,121.8,91.9,30.9,48.2,22406.530628377073,0.0331269921182266,0.0029800000000000004
2674,Pardirallus_nigricans,generalist,airfoil_02674_Pardirallus_nigricans_AR1.25.dat,cp_02674_Pardirallus_nigricans_AR1.25.csv,1.248062015503876,0.1886645962732919,19.2,0.036223602484472,0.0235483399151674,0.19223918343644886,0.2710933542260637,0.05927232621817166,0.34673366834170855,128.8,103.2,24.3,53.0,22974.935547921825,0.03483430186335404,0.0041600000000000005
2675,Pardirallus_sanguinolentus,diving,airfoil_02675_Pardirallus_sanguinolentu_AR1.33.dat,cp_02675_Pardirallus_sanguinolentu_AR1.33.csv,1.3312236286919832,0.2472266244057052,24.8,0.0613122028526149,0.0210636650109491,0.18533938110594808,0.26779452160967293,0.05821137401323118,0.34673366834170855,126.2,94.8,31.2,63.2,22373.316031434926,0.03326754738510301,0.0030400000000000006
2676,Pareudiastes_pacificus,generalist,airfoil_02676_Pareudiastes_pacificus_AR1.22.dat,cp_02676_Pareudiastes_pacificus_AR1.22.csv,1.2224448897795592,0.181967213114754,18.1,0.0329360655737704,0.0376136889162941,0.19274680896352325,0.27169821910778197,0.05943524017792643,0.34673366834170855,122.0,99.8,22.2,32.5,26262.159923205687,0.035060357377049184,0.00438
2677,Pareudiastes_silvestris,maneuvering,airfoil_02677_Pareudiastes_silvestris_AR1.08.dat,cp_02677_Pareudiastes_silvestris_AR1.08.csv,1.081060606060606,0.0749824807288016,7.5,0.0056236860546601,0.0276486088506548,0.2057404925778978,0.27790776136073586,0.06099402088333613,0.35678391959798994,142.7,132.0,10.7,39.1,27618.32039602066,0.03796029782761037,0.006500000000000001
2678,Porphyrio_alleni,diving,airfoil_02678_Porphyrio_alleni_AR1.59.dat,cp_02678_Porphyrio_alleni_AR1.59.csv,1.5862785862785862,0.3309305373525557,34.5,0.1141710353866317,0.0249414872056381,0.17144161595313812,0.26223958735710334,0.05597389808840148,0.33668341708542715,152.6,96.2,50.5,63.6,28673.971556829005,0.030855180865006555,0.001100000000000001
2679,Porphyrio_flavirostris,diving,airfoil_02679_Porphyrio_flavirostris_AR1.60.dat,cp_02679_Porphyrio_flavirostris_AR1.60.csv,1.6024242424242423,0.3767019667170953,37.6,0.1416399394856278,0.0232235397452788,0.16870853298719118,0.2602936382594467,0.055228188824065064,0.33668341708542715,132.2,82.5,49.8,69.0,23768.05713649809,0.029760866565809375,0.00048000000000000045
2680,Porphyrio_hochstetteri,maneuvering,airfoil_02680_Porphyrio_hochstetteri_AR1.15.dat,cp_02680_Porphyrio_hochstetteri_AR1.15.csv,1.150990099009901,0.1311827956989247,13.3,0.0174473118279569,0.0107569168131766,0.19457527444272693,0.2745310692080954,0.06007033810181517,0.35175879396984927,232.5,202.0,30.5,107.0,50072.464691550165,0.03641329247311828,0.00534
2681,Porphyrio_martinicus,diving,airfoil_02681_Porphyrio_martinicus_AR1.37.dat,cp_02681_Porphyrio_martinicus_AR1.37.csv,1.3667711598746082,0.2694954128440366,26.9,0.0724942660550458,0.0187743291191567,0.17991276035939457,0.2665546956363233,0.05768350308246602,0.3417085427135678,174.4,127.6,47.0,72.8,34181.41572574139,0.03267477798165138,0.0026200000000000012
2682,Porphyrio_porphyrio,diving,airfoil_02682_Porphyrio_porphyrio_AR1.48.dat,cp_02682_Porphyrio_porphyrio_AR1.48.csv,1.4838913455464309,0.2950191570881226,30.5,0.0899808429118774,0.0173554543338763,0.17278142238918887,0.2645427921036291,0.056803688719746004,0.3417085427135678,234.9,158.3,69.3,85.5,50764.269046361165,0.031873674329501916,0.0019000000000000006
2683,Porphyriops_melanops,diving,airfoil_02683_Porphyriops_melanops_AR1.52.dat,cp_02683_Porphyriops_melanops_AR1.52.csv,1.5151515151515151,0.34,34.0,0.1156,0.0276487502764875,0.17343286211323092,0.2624058370132567,0.05614262137939455,0.3417085427135678,125.0,82.5,42.5,54.8,23238.21537548971,0.030751999999999998,0.0012
2684,Porzana_albicollis,maneuvering,airfoil_02684_Porzana_albicollis_AR1.06.dat,cp_02684_Porzana_albicollis_AR1.06.csv,1.0615808823529411,0.1445887445887445,13.2,0.0190857142857142,0.0110351443072031,0.2006977301744637,0.27446031084474676,0.06028584358291768,0.35175879396984927,115.5,108.8,16.7,96.2,19942.98663200536,0.036195591341991344,0.00536
2685,Porzana_carolina,diving,airfoil_02685_Porzana_carolina_AR1.47.dat,cp_02685_Porzana_carolina_AR1.47.csv,1.474820143884892,0.3395121951219512,33.4,0.1133970731707316,0.0290318925961592,0.17570629349507477,0.2627073629303914,0.056339717733588535,0.3417085427135678,102.5,69.5,34.8,50.8,18419.465326329457,0.030821492682926832,0.0013200000000000013
2686,Porzana_fasciata,maneuvering,airfoil_02686_Porzana_fasciata_AR1.15.dat,cp_02686_Porzana_fasciata_AR1.15.csv,1.151819322459222,0.1318082788671024,13.2,0.0173986928104575,0.0434648800928008,0.200839401278456,0.27457498199560365,0.06029040784004641,0.35175879396984927,91.8,79.7,12.1,26.5,19561.402929189582,0.03641285925925926,0.00536
2687,Porzana_fluminea,diving,airfoil_02687_Porzana_fluminea_AR1.54.dat,cp_02687_Porzana_fluminea_AR1.54.csv,1.5365079365079364,0.3491735537190082,34.9,0.1218615702479338,0.0316805760104729,0.17400314125043703,0.2618778047129134,0.05597748703673153,0.33668341708542715,96.8,63.0,33.8,48.5,17876.186405576696,0.030504249586776864,0.001020000000000001
2688,Porzana_porzana,diving,airfoil_02688_Porzana_porzana_AR1.53.dat,cp_02688_Porzana_porzana_AR1.53.csv,1.527740189445196,0.345438441098317,34.5,0.1191762621789194,0.033949781987671,0.17298924885703396,0.2621094169818383,0.056025772191838276,0.3417085427135678,112.9,73.9,39.0,45.0,22565.144460482847,0.030608546501328614,0.001100000000000001
2689,Rallicula_forbesi,maneuvering,airfoil_02689_Rallicula_forbesi_AR1.08.dat,cp_02689_Rallicula_forbesi_AR1.08.csv,1.0766902119071646,0.0599812558575445,6.0,0.0035988753514526,0.0189558135899148,0.21041638737714344,0.2787852308691183,0.06127029447407903,0.35678391959798994,106.7,99.1,6.4,56.8,18000.884953333767,0.03836831865042174,0.0068000000000000005
2690,Rallicula_leucospila,maneuvering,airfoil_02690_Rallicula_leucospila_AR1.01.dat,cp_02690_Rallicula_leucospila_AR1.01.csv,1.0132827324478175,0.0131086142322097,1.3,0.0001704119850187,0.0158325426944971,0.21628802935734226,0.2815334581860705,0.06177097871726136,0.35678391959798994,106.8,105.4,1.4,64.0,18022.658699338666,0.03964455355805244,0.00774
2691,Rallicula_mayri,maneuvering,airfoil_02691_Rallicula_mayri_AR1.07.dat,cp_02691_Rallicula_mayri_AR1.07.csv,1.0673170731707318,0.063071297989031,6.3,0.0039734917733089,0.0159778004965678,0.2098297131768454,0.27860893127353453,0.06122751023702587,0.35678391959798994,109.4,102.5,6.9,66.8,18591.183348347295,0.03828518793418647,0.00674
2692,Rallicula_rubra,maneuvering,airfoil_02692_Rallicula_rubra_AR1.06.dat,cp_02692_Rallicula_rubra_AR1.06.csv,1.0632183908045978,0.0594594594594594,5.8,0.0034486486486486,0.0180206506916033,0.21186496505617491,0.27888896233891064,0.06133393003802214,0.35678391959798994,92.5,87.0,5.5,59.0,14980.570736764343,0.03839758918918919,0.006840000000000001
2693,Rallina_canningi,maneuvering,airfoil_02693_Rallina_canningi_AR1.08.dat,cp_02693_Rallina_canningi_AR1.08.csv,1.083758193736344,0.0766129032258064,7.6,0.0058225806451612,0.014411678108196,0.2055853242701542,0.27784360773815275,0.06098071200801858,0.35175879396984927,148.8,137.3,11.4,75.2,27741.451702884857,0.03792238064516129,0.0064800000000000005
2694,Rallina_eurizonoides,diving,airfoil_02694_Rallina_eurizonoides_AR1.32.dat,cp_02694_Rallina_eurizonoides_AR1.32.csv,1.3186582809224316,0.2289348171701113,23.2,0.0531128775834658,0.021546703936641,0.1873911474224452,0.2687510403200907,0.0585325435588262,0.34673366834170855,125.8,95.4,28.8,61.2,22281.138105237562,0.03374170810810811,0.003360000000000001
2695,Rallina_fasciata,diving,airfoil_02695_Rallina_fasciata_AR1.39.dat,cp_02695_Rallina_fasciata_AR1.39.csv,1.3870601589103293,0.2741407528641571,27.5,0.0753887070376432,0.0287771817201313,0.18173752698769213,0.2662158667484007,0.05764159388863977,0.3417085427135678,122.2,88.1,33.5,48.2,23020.003842166425,0.03253460720130933,0.0025
2696,Rallina_tricolor,maneuvering,airfoil_02696_Rallina_tricolor_AR1.20.dat,cp_02696_Rallina_tricolor_AR1.20.csv,1.1987522281639929,0.1643122676579926,16.3,0.0267828996282527,0.0199792038027332,0.19551846638211334,0.27274807337054346,0.05975345732173093,0.34673366834170855,134.5,112.2,22.1,60.0,24308.642709419113,0.03554409144981413,0.00474
2697,Rallus_antarcticus,diving,airfoil_02697_Rallus_antarcticus_AR1.43.dat,cp_02697_Rallus_antarcticus_AR1.43.csv,1.428125,0.2986870897155361,29.9,0.0893074398249452,0.0302568855932203,0.1809801102808566,0.26480703117904847,0.05718927171206447,0.3417085427135678,91.4,64.0,27.3,47.2,16229.804816545404,0.03187251947483589,0.0020200000000000005
2698,Rallus_aquaticus,diving,airfoil_02698_Rallus_aquaticus_AR1.44.dat,cp_02698_Rallus_aquaticus_AR1.44.csv,1.4388398486759142,0.3049956178790534,30.5,0.0930236634531113,0.0282125460524689,0.17858145307363857,0.2644532795408405,0.056997620711057496,0.3417085427135678,114.1,79.3,34.8,51.0,20853.706667538205,0.03170407449605609,0.0019000000000000006
2699,Rallus_caerulescens,generalist,airfoil_02699_Rallus_caerulescens_AR1.26.dat,cp_02699_Rallus_caerulescens_AR1.26.csv,1.260593220338983,0.1840336134453781,18.9,0.0347823529411764,0.0300141242937853,0.19269406843764877,0.2712834797218071,0.059327812592329714,0.34673366834170855,119.0,94.4,21.9,42.0,22713.67813790145,0.034943628571428575,0.004220000000000001
2700,Rallus_crepitans,generalist,airfoil_02700_Rallus_crepitans_AR1.29.dat,cp_02700_Rallus_crepitans_AR1.29.csv,1.2869565217391303,0.2229729729729729,22.3,0.0497229729729729,0.0210976478973627,0.18713836064958664,0.26925025595325514,0.05866116226640907,0.34673366834170855,148.0,115.0,33.0,61.0,27546.201408325058,0.03393485945945946,0.0035400000000000006
2701,Rallus_elegans,diving,airfoil_02701_Rallus_elegans_AR1.34.dat,cp_02701_Rallus_elegans_AR1.34.csv,1.3401015228426396,0.2436868686868686,24.6,0.0599469696969697,0.0231051986697006,0.18365316403437562,0.2679253313468843,0.05818712755872028,0.34673366834170855,158.4,118.2,38.6,58.0,30113.29261851755,0.03334812323232324,0.00308
2702,Rallus_indicus,diving,airfoil_02702_Rallus_indicus_AR1.42.dat,cp_02702_Rallus_indicus_AR1.42.csv,1.420389461626575,0.2951612903225806,29.6,0.0873677419354838,0.0292863806520943,0.17889621188943175,0.2649872405528637,0.05717442890769167,0.3417085427135678,124.0,87.3,36.6,48.5,23668.12670312061,0.03196305806451613,0.00208
2703,Rallus_limicola,diving,airfoil_02703_Rallus_limicola_AR1.36.dat,cp_02703_Rallus_limicola_AR1.36.csv,1.3611859838274931,0.2653465346534653,26.5,0.0703168316831683,0.0352638855913858,0.18394706007667544,0.26679002036574184,0.05788567087463249,0.3417085427135678,101.0,74.2,26.8,38.6,19918.70069277416,0.03278610891089109,0.0027
2704,Rallus_longirostris,generalist,airfoil_02704_Rallus_longirostris_AR1.24.dat,cp_02704_Rallus_longirostris_AR1.24.csv,1.2379182156133828,0.1779279279279279,18.1,0.0322049549549549,0.0280071994482665,0.19296839380803812,0.2717344610954451,0.05944257799790978,0.34673366834170855,133.2,107.6,23.7,44.2,25405.328921770513,0.03512902522522523,0.00438
2705,Rallus_madagascariensis,generalist,airfoil_02705_Rallus_madagascariensis_AR1.25.dat,cp_02705_Rallus_madagascariensis_AR1.25.csv,1.2520710059171598,0.2003780718336484,20.1,0.0402759924385633,0.0313017751479289,0.19203199125972606,0.27054253279056856,0.0591420451684042,0.34673366834170855,105.8,84.5,21.2,40.0,19923.338158686445,0.03454337277882798,0.00398
2706,Rallus_obsoletus,diving,airfoil_02706_Rallus_obsoletus_AR1.31.dat,cp_02706_Rallus_obsoletus_AR1.31.csv,1.3091231178033658,0.2354533152909336,23.5,0.0553315290933694,0.0234609877742538,0.1856336635173534,0.2685439793264075,0.05842731072631699,0.34673366834170855,147.8,112.9,34.8,55.8,27497.447281219174,0.03360029364005413,0.003300000000000001
2707,Rallus_semiplumbeus,diving,airfoil_02707_Rallus_semiplumbeus_AR1.30.dat,cp_02707_Rallus_semiplumbeus_AR1.30.csv,1.2962962962962965,0.2285714285714285,22.7,0.0518857142857142,0.0312360553324408,0.18881860743763895,0.2690019250695039,0.05865687397502757,0.34673366834170855,105.0,81.0,24.0,41.5,19708.539308917498,0.033798885714285715,0.003460000000000001
2708,Rallus_tenuirostris,diving,airfoil_02708_Rallus_tenuirostris_AR1.31.dat,cp_02708_Rallus_tenuirostris_AR1.31.csv,1.3133047210300428,0.238562091503268,23.9,0.057016339869281,0.0202670481640438,0.18483316688205476,0.2683179867835814,0.058337917062546686,0.34673366834170855,153.0,116.5,36.5,64.8,28772.61717608227,0.03350664444444445,0.0032200000000000006
2709,Rallus_wetmorei,generalist,airfoil_02709_Rallus_wetmorei_AR1.21.dat,cp_02709_Rallus_wetmorei_AR1.21.csv,1.2135922330097086,0.176,17.6,0.030976,0.0263824398480371,0.19433025088062794,0.2719993834808375,0.05955255934852574,0.34673366834170855,125.0,103.0,22.0,46.0,22699.824410818124,0.0352128,0.0044800000000000005
2710,Rougetius_rougetii,maneuvering,airfoil_02710_Rougetius_rougetii_AR1.19.dat,cp_02710_Rougetius_rougetii_AR1.19.csv,1.192200557103064,0.1503115264797507,15.2,0.0228473520249221,0.0250462301912408,0.19729560133434942,0.27341846673044706,0.05994548346851494,0.35175879396984927,128.4,107.7,19.3,47.6,22903.248874283538,0.03589430404984424,0.004960000000000001
2711,Rufirallus_castaneiceps,maneuvering,airfoil_02711_Rufirallus_castaneiceps_AR1.11.dat,cp_02711_Rufirallus_castaneiceps_AR1.11.csv,1.1149193548387095,0.0886075949367088,9.0,0.0079746835443038,0.0419142614601018,0.20466696439198098,0.27704263883539065,0.0608314791200137,0.35175879396984927,110.6,99.2,9.8,26.6,24414.08883854447,0.03757567088607595,0.0062000000000000015
2712,Rufirallus_viridis,maneuvering,airfoil_02712_Rufirallus_viridis_AR1.17.dat,cp_02712_Rufirallus_viridis_AR1.17.csv,1.1715425531914891,0.1373439273552781,14.1,0.0193654937570942,0.0387927997745526,0.20042751195848424,0.2740795903508213,0.06017739864842825,0.35175879396984927,88.1,75.2,12.1,30.2,17532.247220641326,0.03622695323496027,0.005180000000000001
2713,Sarothrura_affinis,maneuvering,airfoil_02713_Sarothrura_affinis_AR1.16.dat,cp_02713_Sarothrura_affinis_AR1.16.csv,1.1606217616580312,0.1398809523809523,13.9,0.0194434523809523,0.03119950972199,0.20363237558758351,0.2741558769230201,0.06030705867397015,0.35175879396984927,67.2,57.9,9.4,37.2,11146.533981287592,0.03620422380952381,0.005220000000000001
2714,Sarothrura_ayresi,diving,airfoil_02714_Sarothrura_ayresi_AR1.35.dat,cp_02714_Sarothrura_ayresi_AR1.35.csv,1.351851851851852,0.2602739726027397,26.0,0.0676712328767123,0.037973366625052,0.18704663116786804,0.26708315759257584,0.05807250885436691,0.3417085427135678,73.0,54.0,19.0,35.6,13654.239272001176,0.03292334246575343,0.0028000000000000004
2715,Sarothrura_boehmi,generalist,airfoil_02715_Sarothrura_boehmi_AR1.24.dat,cp_02715_Sarothrura_boehmi_AR1.24.csv,1.2351190476190477,0.1903614457831325,19.0,0.0361686746987951,0.0478728313030638,0.19406354932247488,0.27117717916935324,0.05936016785618517,0.34673366834170855,83.0,67.2,15.8,25.8,18048.410116708852,0.03482585542168675,0.004200000000000001
2716,Sarothrura_elegans,generalist,airfoil_02716_Sarothrura_elegans_AR1.20.dat,cp_02716_Sarothrura_elegans_AR1.20.csv,1.2022630834512025,0.188235294117647,18.5,0.0348235294117647,0.032670192485087,0.1957399306129324,0.271443880092759,0.0594826512727252,0.34673366834170855,85.0,70.7,16.0,36.8,15369.597411230976,0.034913000000000007,0.004300000000000001
2717,Sarothrura_insularis,maneuvering,airfoil_02717_Sarothrura_insularis_AR1.17.dat,cp_02717_Sarothrura_insularis_AR1.17.csv,1.1719532554257095,0.1481481481481481,14.7,0.0217777777777777,0.0259281693678254,0.2028700046511459,0.2736855016655187,0.060190361326294115,0.35175879396984927,70.2,59.9,10.4,45.2,10737.740959417604,0.035982081481481486,0.00506
2718,Sarothrura_lugens,maneuvering,airfoil_02718_Sarothrura_lugens_AR1.18.dat,cp_02718_Sarothrura_lugens_AR1.18.csv,1.181818181818182,0.1538461538461538,15.4,0.0236923076923076,0.0265577119509703,0.2017608500345066,0.2732877030067448,0.0600711046638264,0.35175879396984927,71.5,60.5,11.0,44.5,11122.551717486489,0.03581381538461539,0.004920000000000001
2719,Sarothrura_pulchra,maneuvering,airfoil_02719_Sarothrura_pulchra_AR1.11.dat,cp_02719_Sarothrura_pulchra_AR1.11.csv,1.1071428571428572,0.1054590570719603,10.4,0.0109677419354838,0.0270034843205574,0.20699497467684394,0.27619809315959554,0.060780342004410216,0.35175879396984927,80.6,72.8,8.5,41.0,13057.751208685313,0.03714639602977667,0.005920000000000001
2720,Sarothrura_rufa,maneuvering,airfoil_02720_Sarothrura_rufa_AR1.16.dat,cp_02720_Sarothrura_rufa_AR1.16.csv,1.1596385542168677,0.1415584415584415,14.1,0.0199597402597402,0.0255426994320895,0.20290870952840961,0.27404177614244224,0.06026033686917866,0.35175879396984927,77.0,66.4,10.9,45.4,11982.692166640161,0.0361553064935065,0.005180000000000001
2721,Sarothrura_watersi,diving,airfoil_02721_Sarothrura_watersi_AR1.29.dat,cp_02721_Sarothrura_watersi_AR1.29.csv,1.2942271880819367,0.2273381294964029,22.7,0.0516057553956834,0.0302389529925686,0.1923678563426334,0.26901299069319584,0.058775511109890974,0.34673366834170855,69.5,53.7,15.8,42.8,11450.060299671306,0.03381985179856115,0.003460000000000001
2722,Tribonyx_mortierii,maneuvering,airfoil_02722_Tribonyx_mortierii_AR1.12.dat,cp_02722_Tribonyx_mortierii_AR1.12.csv,1.1188178528347406,0.1067385444743935,10.6,0.0113142857142857,0.0127138392367584,0.19992548571163365,0.2760875634008084,0.06052539336262858,0.35175879396984927,185.5,165.8,19.8,88.0,37085.12492617994,0.03710424474393531,0.005880000000000001
2723,Tribonyx_ventralis,diving,airfoil_02723_Tribonyx_ventralis_AR1.64.dat,cp_02723_Tribonyx_ventralis_AR1.64.csv,1.6432,0.3846153846153846,38.8,0.1492307692307692,0.0197975903614457,0.16339714283250617,0.25962833779813854,0.054784640864467826,0.33668341708542715,205.4,125.0,79.0,83.0,42450.82079401774,0.029503938461538468,0.00024000000000000133
2724,Zapornia_akool,maneuvering,airfoil_02724_Zapornia_akool_AR1.18.dat,cp_02724_Zapornia_akool_AR1.18.csv,1.1848906560636183,0.1459731543624161,14.8,0.0216040268456375,0.0219424195567336,0.19843641168786608,0.2736554916707294,0.06003052024217847,0.35175879396984927,119.2,100.6,17.4,54.0,20774.979065710908,0.03600885637583893,0.00504
2725,Zapornia_atra,diving,airfoil_02725_Zapornia_atra_AR1.33.dat,cp_02725_Zapornia_atra_AR1.33.csv,1.326699834162521,0.24625,24.5,0.06033125,0.0340179444657056,0.18854192519885424,0.2679518588256271,0.05836678030467275,0.34673366834170855,80.0,60.3,19.7,39.0,14517.16120851247,0.033314750000000004,0.0031000000000000008
