# Bird-inspired Airfoil Bézier Control Points
# Generated from AVONET morphological database
#
# Species: Lampornis_viridipallens
# Flight Category: diving
#
# === Morphological Parameters ===
# Wing Length: 63.40 mm
# Secondary1: 22.70 mm
# Kipps Distance: 40.30 mm
# Hand-Wing Index: 63.90
# Tail Length: 40.00 mm
# Aspect Ratio: 2.793
# Pointedness Index: 0.6356
#
# === Airfoil Geometric Properties ===
# Max Thickness/Chord: 0.0870
# Max Thickness Position: 0.3117
# Max Camber/Chord: 0.0466
# Max Camber Position: 0.3289
# Leading Edge Radius: 0.0227
# LE Droop: 0.0000
# Trailing Edge Thickness: 0.0020
# Estimated Reynolds Number: 1.55e+04
#
# Total Upper CP: 12
# Total Lower CP: 12
#
# UPPER SURFACE CONTROL POINTS
Surface,Point_Index,X,Y
UPPER,0,0.00000000,0.00000000
UPPER,1,0.00680286,0.04081717
UPPER,2,0.02721145,0.08309636
UPPER,3,0.05669052,0.10549328
UPPER,4,0.27114420,0.12835617
UPPER,5,0.31166000,0.13357484
UPPER,6,0.35217580,0.12487706
UPPER,7,0.35229700,0.10052325
UPPER,8,0.45888000,0.06396123
UPPER,9,0.88000000,0.02466508
UPPER,10,0.98500000,0.00200000
UPPER,11,1.00000000,0.00000000
#
# LOWER SURFACE CONTROL POINTS
Surface,Point_Index,X,Y
LOWER,0,0.00000000,0.00000000
LOWER,1,0.00680286,-0.02721145
LOWER,2,0.02721145,-0.01152398
LOWER,3,0.05669052,-0.02901256
LOWER,4,0.27114420,-0.02646443
LOWER,5,0.31166000,-0.04038089
LOWER,6,0.35217580,-0.02124576
LOWER,7,0.35229700,0.00832671
LOWER,8,0.45888000,0.01671322
LOWER,9,0.88000000,0.00817013
LOWER,10,0.98500000,-0.00100000
LOWER,11,1.00000000,0.00000000
