# Bird-inspired Airfoil Bézier Control Points
# Generated from AVONET morphological database
#
# Species: Glaucidium_perlatum
# Flight Category: diving
#
# === Morphological Parameters ===
# Wing Length: 110.40 mm
# Secondary1: 84.00 mm
# Kipps Distance: 27.20 mm
# Hand-Wing Index: 24.50
# Tail Length: 78.20 mm
# Aspect Ratio: 1.314
# Pointedness Index: 0.2464
#
# === Airfoil Geometric Properties ===
# Max Thickness/Chord: 0.1177
# Max Thickness Position: 0.3353
# Max Camber/Chord: 0.0573
# Max Camber Position: 0.3604
# Leading Edge Radius: 0.0333
# LE Droop: 0.0031
# Trailing Edge Thickness: 0.0020
# Estimated Reynolds Number: 1.88e+04
#
# Total Upper CP: 12
# Total Lower CP: 12
#
# UPPER SURFACE CONTROL POINTS
Surface,Point_Index,X,Y
UPPER,0,0.00000000,0.00000000
UPPER,1,0.00999378,0.06306267
UPPER,2,0.03997511,0.11061115
UPPER,3,0.08328149,0.13740465
UPPER,4,0.29171100,0.16787089
UPPER,5,0.33530000,0.17493024
UPPER,6,0.37888900,0.16316465
UPPER,7,0.38263500,0.13022101
UPPER,8,0.49040000,0.08162686
UPPER,9,0.88000000,0.03117673
UPPER,10,0.98500000,0.00200000
UPPER,11,1.00000000,0.00000000
#
# LOWER SURFACE CONTROL POINTS
Surface,Point_Index,X,Y
LOWER,0,0.00000000,0.00000000
LOWER,1,0.00999378,-0.03904511
LOWER,2,0.03997511,-0.01760385
LOWER,3,0.08328149,-0.04189419
LOWER,4,0.29171100,-0.04155655
LOWER,5,0.33530000,-0.06038149
LOWER,6,0.37888900,-0.03449720
LOWER,7,0.38263500,0.00550579
LOWER,8,0.49040000,0.01903829
LOWER,9,0.88000000,0.00961236
LOWER,10,0.98500000,-0.00100000
LOWER,11,1.00000000,0.00000000
