# Bird-inspired Airfoil Bézier Control Points
# Generated from AVONET morphological database
#
# Species: Macropygia_nigrirostris
# Flight Category: diving
#
# === Morphological Parameters ===
# Wing Length: 146.50 mm
# Secondary1: 93.30 mm
# Kipps Distance: 53.20 mm
# Hand-Wing Index: 36.30
# Tail Length: 137.20 mm
# Aspect Ratio: 1.570
# Pointedness Index: 0.3631
#
# === Airfoil Geometric Properties ===
# Max Thickness/Chord: 0.1066
# Max Thickness Position: 0.3282
# Max Camber/Chord: 0.0549
# Max Camber Position: 0.3510
# Leading Edge Radius: 0.0301
# LE Droop: 0.0007
# Trailing Edge Thickness: 0.0020
# Estimated Reynolds Number: 2.72e+04
#
# Total Upper CP: 12
# Total Lower CP: 12
#
# UPPER SURFACE CONTROL POINTS
Surface,Point_Index,X,Y
UPPER,0,0.00000000,0.00000000
UPPER,1,0.00903721,0.05496324
UPPER,2,0.03614883,0.10070582
UPPER,3,0.07531005,0.12726399
UPPER,4,0.28555140,0.15511106
UPPER,5,0.32822000,0.16150810
UPPER,6,0.37088860,0.15084637
UPPER,7,0.37354900,0.12099352
UPPER,8,0.48096000,0.07651001
UPPER,9,0.88000000,0.02938788
UPPER,10,0.98500000,0.00200000
UPPER,11,1.00000000,0.00000000
#
# LOWER SURFACE CONTROL POINTS
Surface,Point_Index,X,Y
LOWER,0,0.00000000,0.00000000
LOWER,1,0.00903721,-0.03592683
LOWER,2,0.03614883,-0.01490577
LOWER,3,0.07531005,-0.03658829
LOWER,4,0.28555140,-0.03466778
LOWER,5,0.32822000,-0.05172655
LOWER,6,0.37088860,-0.02827074
LOWER,7,0.37354900,0.00797915
LOWER,8,0.48096000,0.01910585
LOWER,9,0.88000000,0.00945800
LOWER,10,0.98500000,-0.00100000
LOWER,11,1.00000000,0.00000000
