# Bird-inspired Airfoil Bézier Control Points
# Generated from AVONET morphological database
#
# Species: Daphoenositta_chrysoptera
# Flight Category: diving
#
# === Morphological Parameters ===
# Wing Length: 79.20 mm
# Secondary1: 54.00 mm
# Kipps Distance: 23.40 mm
# Hand-Wing Index: 30.20
# Tail Length: 37.40 mm
# Aspect Ratio: 1.467
# Pointedness Index: 0.2955
#
# === Airfoil Geometric Properties ===
# Max Thickness/Chord: 0.1140
# Max Thickness Position: 0.3319
# Max Camber/Chord: 0.0562
# Max Camber Position: 0.3558
# Leading Edge Radius: 0.0319
# LE Droop: 0.0020
# Trailing Edge Thickness: 0.0020
# Estimated Reynolds Number: 1.54e+04
#
# Total Upper CP: 12
# Total Lower CP: 12
#
# UPPER SURFACE CONTROL POINTS
Surface,Point_Index,X,Y
UPPER,0,0.00000000,0.00000000
UPPER,1,0.00956906,0.05937437
UPPER,2,0.03827625,0.10672240
UPPER,3,0.07974218,0.13377004
UPPER,4,0.28873560,0.16333978
UPPER,5,0.33188000,0.17017786
UPPER,6,0.37502440,0.15878107
UPPER,7,0.37824600,0.12687004
UPPER,8,0.48584000,0.07968944
UPPER,9,0.88000000,0.03047720
UPPER,10,0.98500000,0.00200000
UPPER,11,1.00000000,0.00000000
#
# LOWER SURFACE CONTROL POINTS
Surface,Point_Index,X,Y
LOWER,0,0.00000000,0.00000000
LOWER,1,0.00956906,-0.03768825
LOWER,2,0.03827625,-0.01679628
LOWER,3,0.07974218,-0.04024486
LOWER,4,0.28873560,-0.03952319
LOWER,5,0.33188000,-0.05775806
LOWER,6,0.37502440,-0.03268511
LOWER,7,0.37824600,0.00606400
LOWER,8,0.48584000,0.01889462
LOWER,9,0.88000000,0.00949376
LOWER,10,0.98500000,-0.00100000
LOWER,11,1.00000000,0.00000000
