# Bird-inspired Airfoil Bézier Control Points
# Generated from AVONET morphological database
#
# Species: Gubernetes_yetapa
# Flight Category: soaring
#
# === Morphological Parameters ===
# Wing Length: 125.60 mm
# Secondary1: 92.40 mm
# Kipps Distance: 33.20 mm
# Hand-Wing Index: 26.50
# Tail Length: 248.80 mm
# Aspect Ratio: 1.359
# Pointedness Index: 0.2643
#
# === Airfoil Geometric Properties ===
# Max Thickness/Chord: 0.1153
# Max Thickness Position: 0.3341
# Max Camber/Chord: 0.0569
# Max Camber Position: 0.3588
# Leading Edge Radius: 0.0328
# LE Droop: 0.0027
# Trailing Edge Thickness: 0.0020
# Estimated Reynolds Number: 2.22e+04
#
# Total Upper CP: 12
# Total Lower CP: 12
#
# UPPER SURFACE CONTROL POINTS
Surface,Point_Index,X,Y
UPPER,0,0.00000000,0.00000000
UPPER,1,0.00984101,0.06174606
UPPER,2,0.03936404,0.10874627
UPPER,3,0.08200842,0.13540315
UPPER,4,0.29066700,0.16532921
UPPER,5,0.33410000,0.17224899
UPPER,6,0.37753300,0.16071603
UPPER,7,0.38109500,0.12842373
UPPER,8,0.48880000,0.08067376
UPPER,9,0.88000000,0.03085573
UPPER,10,0.98500000,0.00200000
UPPER,11,1.00000000,0.00000000
#
# LOWER SURFACE CONTROL POINTS
Surface,Point_Index,X,Y
LOWER,0,0.00000000,0.00000000
LOWER,1,0.00984101,-0.03855404
LOWER,2,0.03936404,-0.01698369
LOWER,3,0.08200842,-0.04070826
LOWER,4,0.29066700,-0.03995750
LOWER,5,0.33410000,-0.05841024
LOWER,6,0.37753300,-0.03303772
LOWER,7,0.38109500,0.00617435
LOWER,8,0.48880000,0.01914387
LOWER,9,0.88000000,0.00961666
LOWER,10,0.98500000,-0.00100000
LOWER,11,1.00000000,0.00000000
