# Bird-inspired Airfoil Bézier Control Points
# Generated from AVONET morphological database
#
# Species: Ploceus_bojeri
# Flight Category: generalist
#
# === Morphological Parameters ===
# Wing Length: 74.20 mm
# Secondary1: 60.50 mm
# Kipps Distance: 13.90 mm
# Hand-Wing Index: 18.70
# Tail Length: 52.20 mm
# Aspect Ratio: 1.226
# Pointedness Index: 0.1873
#
# === Airfoil Geometric Properties ===
# Max Thickness/Chord: 0.1245
# Max Thickness Position: 0.3388
# Max Camber/Chord: 0.0582
# Max Camber Position: 0.3650
# Leading Edge Radius: 0.0349
# LE Droop: 0.0043
# Trailing Edge Thickness: 0.0020
# Estimated Reynolds Number: 1.13e+04
#
# Total Upper CP: 12
# Total Lower CP: 12
#
# UPPER SURFACE CONTROL POINTS
Surface,Point_Index,X,Y
UPPER,0,0.00000000,0.00000000
UPPER,1,0.01047239,0.06709433
UPPER,2,0.04188956,0.11597479
UPPER,3,0.08726991,0.14317930
UPPER,4,0.29473860,0.17522572
UPPER,5,0.33878000,0.18269604
UPPER,6,0.38282140,0.17024551
UPPER,7,0.38710100,0.13538404
UPPER,8,0.49504000,0.08432363
UPPER,9,0.88000000,0.03207292
UPPER,10,0.98500000,0.00200000
UPPER,11,1.00000000,0.00000000
#
# LOWER SURFACE CONTROL POINTS
Surface,Point_Index,X,Y
LOWER,0,0.00000000,0.00000000
LOWER,1,0.01047239,-0.04061156
LOWER,2,0.04188956,-0.01947491
LOWER,3,0.08726991,-0.04544530
LOWER,4,0.29473860,-0.04639365
LOWER,5,0.33878000,-0.06631449
LOWER,6,0.38282140,-0.03892333
LOWER,7,0.38710100,0.00340846
LOWER,8,0.49504000,0.01864754
LOWER,9,0.88000000,0.00956748
LOWER,10,0.98500000,-0.00100000
LOWER,11,1.00000000,0.00000000
